Var_Name,Var_Text
NTWKHARD,PAST WEEK NOT WORK HARD ENOUGH
RACECEN3,WHAT IS RS RACE 3RD MENTION
COLMIL,ALLOW MILITARIST TO TEACH
REALRINC,RS INCOME IN CONSTANT $
RELHH8,RELATIONSHIP OF PERSON 8 TO HEAD OF HOUSEHOLD
WORDSUM,NUMBER WORDS CORRECT IN VOCABULARY TEST
JOBFIND,COULD R FIND EQUALLY GOOD JOB
PASEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN PAOCC10 BASED ON ACS 2010
DIVLAW,YDIVORCE LAWS-VERSION Y
SPEVWORK,SPOUSE EVER WORK AS LONG AS A YEAR
AIDSCNDM,CONDOM CAN REDUCE AIDS
EVOLVED,2ELEPHANTS EVOLVED FROM EARLIER SPECIES: TRUE OR FALSE
LIVEBLKS,NEIGHBORHOOD HALF BLACK
WKSMOOTH,WORKPLACE RUNS IN SMOOTH MANNER
HHTYPE,1HOUSEHOLD TYPE (CONDENSED)
RELHHD10,RELATION OF 1OTH PERSON TO HOUSEHOLD HEAD
TEENS,EX1MORALITY OF TEENS HAVING SEX
NATCITY,SOLVING PROBLEMS OF BIG CITIES
TEENS,HOUSEHOLD MEMBERS 13 THRU 17 YRS OLD
MAWRKSLF,MOTHER SELF-EMP. OR WORKED FOR SOMEBODY
COLRAC,ALLOW RACIST TO TEACH
BIGBANG,1UNIVERSE BEGAN WITH A BIG EXPLOSION: TRUE OR FALSE
BELIKEUS,AGREE BETTER IF PEOPLE WERE MORE LIKE AMERICANS  
CONSCI,YSCIENTIFIC COMMUNITY -- VERSION Z
OTHER,SEXR HAD SEX WITH SOME OTHER LAST YEAR
WKSUPS,DOES SUBORDINATE SUPERVISE ANYONE
XMOVIE,SEEN X-RATED MOVIE IN LAST YEAR
UNION,GODDESIRE TO BE CLOSER TO GOD                    
PARTTEAM,R WORK AS PART OF A TEAM
ASTROLGY,EVER READ A HOROSCOPE OR PERSONAL ASTROLOGY REPORT
NEWSFROM,MAIN SOURCE OF INFORMATION ABOUT EVENTS IN THE NEWS
RELSP11,RELATIONSHIP OF PERSON 11 TO SPOUSE OF HOUSEHO
RVISITOR,IS R A VISITOR?
NATENVIR,IMPROVING & PROTECTING ENVIRONMENT
SHOTGUN,SHOTGUN IN HOME
PAPRES10,5PLUSFATHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
DEFPENSN,R HAS DEFINED BENEFIT PENSION PLAN
RACE,1RACE OF PERSON NUMBER 1
VOTE08,DID R VOTE IN 2008 ELECTION
RACMEET,ALLOWED TO HOLD PUB MEETING FOR RACIST  
AMENGLSH,HOW IMPORTANT TO BE ABLE TO SPEAK ENGLISH        
SOCREL,SPEND EVENING WITH RELATIVES
INTRACE3,INTERVIEWER S RACE3
LETDIE1,ALLOW INCURABLE PATIENTS TO DIE
JOBPROMO,CHANCES FOR ADVANCEMENT
MAJOR2,COLLEGE MAJOR 2
TAX,ES12PAST 12 MONTHS R WEB TO LEARN TAXES
WTSSALL,WEIGHT VARIABLE
RELIG,PUBBETTER IF MORE BELIEVERS HELD PUBLIC OFFICE
SEX,EMPIMPORTANCE OF GENDER TO PAY
HUNT,DOES R OR SPOUSE HUNT
PIKUPSEX,R HAD SEX WITH CASUAL DATE LAST YEAR
GENDER14,GENDER OF 14TH PERSON (VISITOR)
DIPGED,"DIPLOMA, GED, OR OTHER"
MAEDUC,"HIGHEST YEAR SCHOOL COMPLETED, MOTHER"
OBEY,LAWSHOW IMPORTANT ALWAYS TO OBEY LAWS  
DEPRESS,TOLD HAVE DEPRESSION
FORM,FORM OF SPLIT QUESTIONNAIRE ASKED
SAFETYWK,WORKER SAFETY PRIORITY AT WORK
INTTECH,INTERESTED IN TECHNOLOGIES
XMOVIE,1SEEN PORN FILM (THEATER OR VCR) LAST YR
USWAR,EXPECT U.S. IN WAR WITHIN 10 YEARS
DENOM16,DENOMINATION IN WHICH R WAS RAISED
PROUDPOL,HOW PROUD ITS POLITICAL INFLUENCE IN THE WORLD   
OBEY,SZOBEYS PARENTS WELL-VERSION Z
NEWS,FRMYWHERE NEWS EVENTS INFO
PROUDSSS,HOW PROUD ITS SOCIAL SECURITY SYSTEM             
SAFEHLTH,SAFETY AND HEALTH CONDITION GOOD AT WORK
AMSHAMED,AGREE THERE ARE THINGS MAKE ME ASHAMED  
SRCBELT,SRC BELTCODE
TAX,RICHTAXES ON HIGH INCOME PEOPLE TOO HIGH
WHENHS,WHEN RECEIVED HS DEGREE
CUTAHEAD,R ALLOWED A STRANGER TO GO AHEAD OF YOU IN LINE
MANVSEMP,RELATIONS BW MANAGEMENT AND EMPLOYEES
CLASS,ICSHS AND COLL STUDTS READ TOO MANY CLASSICS  
FAMWKOFF,HOW HARD TO TAKE TIME OFF
RACECEN1,WHAT IS RS RACE 1ST MENTION
COOP,2RS ATTITUDE TOWARD INTERVIEW
NATAID,YASSISTANCE TO OTHER COUNTRIES -- VER Y
RELACTIV,HOW OFTEN DOES R TAKE PART IN RELIG ACTIVITIES
SELFLESS,R FEELS LIKE A SELFLESS CARING FOR OTHERS
FUCITZN,IS R PLANNING/APPLING FOR US CITIZENSHIP OR NOT
HELPFUL,PEOPLE HELPFUL OR LOOKING OUT FOR SELVES
MAR7,MARITAL STATUS OF 7TH PERSON
GENDER1,0GENDER OF 10TH PERSON
TOOFAST,SCIENCE MAKES OUR WAY OF LIFE CHANGE TOO FAST
EVSTRAY,HAVE SEX OTHER THAN SPOUSE WHILE MARRIED
BETTRLFE,SCIENCE MAKES OUR LIVES BETTER
ETHNIC,COUNTRY OF FAMILY ORIGIN 
GOD,GUIDEFEEL GUIDED BY GOD IN DAILY ACTIVITIES
TRDESTCK,COMPANY STOCK PUBLICLY TRADED
VIRUSES,SCI KNOWLEDGE: ANTIBIOTICS KILL VIRUSES AS WELL AS BACTERIA
VISITORS,NUMBER OF VISITORS IN HOUSEHOLD
RELHH7,RELATIONSHIP OF PERSON 7 TO HEAD OF HOUSEHOLD
RELSP8,RELATIONSHIP OF PERSON 8 TO SPOUSE OF HOUSEHOL
LASERS,SCI KNOWLEDGE: LASERS WORK BY FOCUSING SOUND WAVES
MUSTWORK,MANDATORY TO WORK EXTRA HOURS
RELSP6,RELATIONSHIP OF PERSON 6 TO SPOUSE OF HOUSEHOL
POLEFF18,GOVT DO NOT CARE MUCH WHAT PPL LIKE R THINK  
TRUST,MANR TRUST MANAGEMENT AT WORK
NATEDUCY,EDUCATION -- VERSION Y
GOD,PARTSHOW OFTEN DOES R CONTACT GOD-PARENTS
RELATE11,RELATION OF 11TH PERSON (VISITOR) TO HEAD
RATETONE,R'S FACIAL COLORING BY INTERVIEWER
COMPWAGE,ANNUAL WAGES IN PREVIOUS YEAR WERE HIGHER THAN SAME JOBS IN OTHER COMPANIES
GOD,SPORTPRO-ATHLETES GIVING THANKS TO GOD     
SEXSEX,"18SINCE AGE 18, HAVE YOUR SEX PARTNERS BEEN–"
OTHLANG,2WHAT OTHER LANGUAGES DOES R SPEAK
NUMEMPS,NUMBER OF EMPLOYEE FOR THE SELF-EMPLOYED
GENDER6,GENDER OF 6TH PERSON
TRDUNION,WORKERS NEED STRONG UNIONS
XMARSEX,SEX WITH PERSON OTHER THAN SPOUSE
ABANY,ABORTION IF WOMAN WANTS FOR ANY REASON
SHORTCOM,WORLD BETTER IF AMERICA ACKNOWLEDGED SHORTCOMINGS
DECSORGS,AMERICA SHOULD FOLLOW DECISION OF INTL ORG 
REBORN,HAS R EVER HAD A 'BORN AGAIN' EXPERIENCE
SEEKSCI,YWHERE GET SCIENCE ISSUE NEWS
WKRACISM,R FEELS DISCRIMINATED BECAUSE OF RACE
WRKWAYUP,BLACKS OVERCOME PREJUDICE WITHOUT FAVORS 
SPISCO88,"R'S SPOUSE'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
TRUST,FAMWOULD TRUST MY FAMILY                   
FAIR,ASNSASIANS COMMITTED TO FAIR AND EQUAL TREATMENT O
OTHER,WRKDOES R HAVE ANY ADDITIONAL JOB
EQWLTH,SHOULD GOVT REDUCE INCOME DIFFERENCES
RELHHD1,2RELATION OF 12TH PERSON (VISITOR) TO HEAD
SPDEN,"SPECIFIC DENOMINATION, SPOUSE"
PAEDUC,"HIGHEST YEAR SCHOOL COMPLETED, FATHER"
OTHSHELP,PEOPLE SHOULD HELP LESS FORTUNATE OTHERS
WORDI,WORD I
OPPSEGOV,HOW IMPORTANT: CITIZEN ENGAGE IN ACTS OF CIVIL DISOBEYED
POLGREED,MOST POLITICIANS ARE ONLY FOR WHAT GET OUT OF POLITICS
GENDER4,GENDER OF 4TH PERSON
MAR5,MARITAL STATUS OF 5TH PERSON
CLSEUSA,HOW CLOSE DO YOU FEEL TO AMERICA  
DEMTODAY,HOW WELL DEMOCRACY WORK IN AMERICA  
RELATE8,RELATIONSHIP OF 8TH PERSON TO HOUSEHOLD HEAD
SEX,FREQ1HAD SEX IN LAST MONTH
SEXFREQ,1HAD SEX IN LAST MONTH
AMCIT,IZNAGREE I WOULD RATHER BE A CITIZEN OF AMERICA     
GENDER13,GENDER OF 13TH PERSON (VISITOR)
COLDEG1,THE HIGHEST DEGREE R HAVE EARNED
FEHIRE,SHOULD HIRE AND PROMOTE WOMEN                            
HHTYPE,HOUSEHOLD TYPE
HIVTEST,2WHERE DID YOU HAVE YOUR LAST HIV TEST
OPDEVEL,OPPORTUNITY TO DEVELOP MY ABILITIES
RACE,THHIPOINTS ASSIGNED TO HISPANIC/LATINO
POLABUSE,CITIZEN SAID VULGAR OR OBSCENE THINGS
AGED,SHOULD AGED LIVE WITH THEIR CHILDREN
WHERE5,WHERE IS 5TH PERSON STAYING?
COHORT,YEAR OF BIRTH
PROMTEOK,RS CHANCES FOR PROMOTION GOOD
RELSP3,RELATIONSHIP OF PERSON 3 TO SPOUSE OF HOUSEHOL
AGE,EMPIMPORTANCE OF AGE TO PAY
NAFTA2A,MERICA BENEFITS FROM BEING A MEMBER OF NAFTA?   
GENDER7,GENDER OF 7TH PERSON
WHERE1,WHERE IS 1ST PERSON STAYING?
EMAILMIN,EMAIL MINUTES PER WEEK
WHOELSE1,PRESENCE OF OTHERS: CHILDREN UNDER SIX
CONFED,YEXEC BRANCH FED GOVT -- VERSION Z
PROMTEFR,PROMOTIONS ARE HANDLED FAIRLY
NATSPAC,SPACE EXPLORATION PROGRAM
RELATE6,RELATIONSHIP OF 6TH PERSON TO HOUSEHOLD HEAD
COLCOM,SHOULD COMMUNIST TEACHER BE FIRED
DISCAFF,MA MAN WON'T GET A JOB OR PROMOTION  
RELSP5,RELATIONSHIP OF PERSON 5 TO SPOUSE OF HOUSEHOL
WKDECIDE,HOW OFTEN R TAKE PART IN DECISIONS
WKSUB,S1DOES SUPERVISOR HAVE SUPERVISOR
COURTS,COURTS DEALING WITH CRIMINALS
CONFED,CONFID. IN EXEC BRANCH OF FED GOVT
WWWMIN,HMINUTES PER WEEK USE COMPUTER WWW
GOD,SWILLHOW LIKELY X S SITUATION CAUSED BY GOD S WILL
TAX,CHEATWRONG TO CHEAT ON TAXES?
POSSLQ,DOES R HAVE MARITAL PARTNER
WORKHARD,TO WORK HARD
NATSPACY,SPACE EXPLORATION -- VERSION Y
DWELLING,TYPE OF STRUCTURE
CONDEMND,R FREE FROM CONFLICTING DEMANDS
INTLINCS,LARGE INTL COMPANY DAMAGE TO LOCAL BUSINESS 
TRYNEWJB,HOW LIKELY R MAKE EFFORT FOR NEW JOB NEXT YEAR
USWARY,EXPECT U.S. IN WORLD WAR IN 10 YEARS
AWAY8,IS 8TH PERSON STAYING SOMEWHERE ELSE NOW?
ETHNUM,TYPE OF RESPONSE ABOUT ETHNICITY -- R
GIVSEAT,R OFFERED SEAT TO A STRANGER DURING PAST 12 MONTHS
NATDRUGY,DRUG REHABILITATION -- VERSION Y
NATAID,ZHELPING OTHER COUNTRIES -- VERSION Z
RELHHD14,RELATION OF 14TH PERSON (VISITOR) TO HEAD
CONSCI,CONFIDENCE IN SCIENTIFIC COMMUNITY
SAVESOUL,TRIED TO CONVINCE OTHERS TO ACCEPT JESUS
BIBLE,1DESCRIBE YOUR FEELINGS ABOUT THE BIBLE
SEX,4SEX OF PERSON NUMBER 4
PHYSHLTH,DAYS OF POOR PHYSICAL HEALTH PAST 30 DAYS
AGE,1AGE OF PERSON #1
IMMIDEAS,IMMIGRANTS MAKE AMERICA MORE OPEN  
ETH3,3RD MENTIONED COUNTRY OF ORIGIN                     
AMCHRSTN,HOW IMPORTANT TO BE A CHRISTIAN  
HELPBLK,SHOULD GOVT AID BLACKS?
RACE,THWHPOINTS ASSIGNED TO WHITE
PRAYER,XBIBLE PRAYER IN SCHOOLS -- VERSION Z
MARITAL,MARITAL STATUS
AWAY4,IS 4TH PERSON STAYING SOMEWHERE ELSE NOW?
BORN,SPIN WHAT COUNTRY WERE YOU BORN
HEALTH,CONDITION OF HEALTH
INTRHOME,INTERNET ACCESS IN R'S HOME
PRESTG105PLUS,RS OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
NAFTA1,HOW MUCH HEARD OR READ ABOUT NAFTA?                      
NATDRUG,DEALING WITH DRUG ADDICTION
AWAY1,3IS 13TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
RACECEN2,WHAT IS RS RACE 2ND MENTION
BUYVALUE,PERCENT OF COMPANY STOCK R BOUGHT FROM OWN MONEY
MEOVRWRK,MEN HURT FAMILY WHEN FOCUS ON WORK TOO MUCH
MASEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN MAOCC10 BASED ON ACS 2010
SAFEFRST,NO SHORTCUTS ON WORKER SAFETY
RELSP1,0RELATIONSHIP OF PERSON 10 TO SPOUSE OF HOUSEHO
SEX,SEXSEX OF SEX PARTNERS IN LAST YEAR
WHERE10,WHERE IS 1OTH PERSON STAYING?
EQWLTH,YGOVT REDUCE INCOME DIFFERENCES-VERSION Y
HHRACE,RACE OF HOUSEHOLD
RELATE1,4RELATION OF 14TH PERSON (VISITOR) TO HEAD
RELATE5,RELATIONSHIP OF 5TH PERSON TO HOUSEHOLD HEAD
NATCITYY,ASSISTANCE TO BIG CITIES -- VERSION Y
SEXORNT,SEXUAL ORIENTATION
GENDER11,GENDER OF 11TH PERSON (VISITOR)
GOD,HELPASK FOR GODS HELP IN DAILY ACTIVITIES
CONTV,CONFIDENCE IN TELEVISION
TRUST,5PEOPLE CAN OR CANNOT BE TRUSTED
SIGNDPET,SIGNED A PETITION  
HELPPOOR,SHOULD GOVT IMPROVE STANDARD OF LIVING?
SPSEI10,R'S SPOUSE'S SOCIOECONOMIC INDEX (2010)
COLATH,ALLOW ANTI-RELIGIONIST TO TEACH
IFWRONG,AGREE PEOPLE SHOULD SUPPORT THEIR COUNTRY  
NATPARK,ZIMPROVING PARKS AND RECREATION -- VER Z
HIVTEST,HAVE YOU EVER BEEN TESTED FOR HIV
RELSP12,RELATIONSHIP OF PERSON 12 TO SPOUSE OF HOUSEHO
WHERE1,3WHERE IS 13TH PERSON (VISITOR) STAYING?
NATHEALY,HEALTH -- VERSION Y
CITWORLD,I AM A CITIZEN OF THE WORLD
PARBORN,WERE RS PARENTS BORN IN THIS COUNTRY
SEX,1SEX OF PERSON NUMBER 1
SPKRAC,ALLOW RACIST TO SPEAK
STRESS,WKSTRESS AT WORK IN PAST 2 WKS
WORKBLKS,HARD WORKING - LAZY
EARTHSUN,SCI KNOWLEDGE: THE EARTH GOES AROUND THE SUN
CAPPUN,FAVOR OR OPPOSE DEATH PENALTY FOR MURDER
DISCAFFW,HITES HURT BY AFF. ACTION
GOD,MEANSLIFE MEANINGFUL BECAUSE GOD EXISTS
ID,U30R INJECT DRUGS IN PAST 30 DAYS
RELMEET,ALLOWED TO HOLD PUB MEETING FOR RELIGIOUS EXTREMIST  
ODDS1,TEST OF KNOWLEDGE ABOUT PROBABLITY1
RELHHD3,RELATION OF 3RD PERSON TO HOUSEHOLD HEAD
GRANBORN,HOW MANY GRANDPARENTS BORN OUTSIDE U.S.
WLTHBLKS,RICH - POOR
JOBSEC,NO DANGER OF BEING FIRED
AMTV,TV SHOULD GIVE PREFERENCE TO AMERICAN FILMS  
FEPOL,WOMEN NOT SUITED FOR POLITICS
PHONE,DOES R HAVE TELEPHONE
GOD,CHNGEDESCRIBE YOUR BELIEFS ABOUT GOD
MAR1,2MARITAL STATUS OF 12TH PERSON (VISITOR)
FORM,LDYSTHE NUMBER OF DAYS IN FORMAL TRAINING         
PAOCC10,FATHERS CENSUS OCCUPATION CODE (2010)
INTSEX,SEX OF INTERVIEWER
SPGRADTOUNDER,RATIO OF GRADUATE STUDENTS TO UNDERGRADUATE STUDENTS IN COLLEGE SPOUSE ATTECOBARATERATE OF BA DEGREE EARNING AT COLLEGE PARTNER ATTENDED
COWRKINT,COWORKERS TAKE A PERSONAL INTEREST IN R
OBEYLAWS,HOW IMPORTANT ALWAYS TO OBEY LAWS  
SUPCARES,SUPERVISOR CONCERNED ABOUT WELFARE
PROUDGRP,HOW PROUD ITS FAIR AND EQUAL TREATMENT  
SPRTPRSN,R CONSIDER SELF A SPIRITUAL PERSON    
WIDOWED,EVER BEEN WIDOWED
WKSUPS,1DOES SUBORDINANT SUPERVISE ANYONE
USEWWW,R USE WWW OTHER THAN EMAIL
HELPOTH,TO HELP OTHERS
EVIDU,R EVER INJECT DRUGS
SPKLANG,WHOW WELL R SPEAKS THE LANGUAGE IN BETRLANG
AFFRMACT,FAVOR PREFERENCE IN HIRING BLACKS
AMOWNWAY,AMERICA SHOULD FOLLOW ITS OWN INTERESTS  
MARHISP,CLOSE RELATIVE MARRY HISPANIC
PROUDMIL,HOW PROUD AMERICA'S ARMED FORCES                 
HUNT,OTHRDOES OTHER HOUSEHOLD MEMBER HUNT
PAIDSEX,R HAD SEX FOR PAY LAST YEAR
RELHHD4,RELATION OF 4TH PERSON TO HOUSEHOLD HEAD
NATRACE,YASSISTANCE TO BLACKS -- VERSION Y
CARRIED,R CARRIED A STRANGER'S BELONGINGS
OTHLANG2,WHAT OTHER LANGUAGES DOES R SPEAK
CONTV,NHAVE VIETNAMESE POSITIVE CONTRIBUTION TO COUNTRY
RACOPEN,VOTE ON OPEN HOUSING LAW
RELIG,2RELIGIOUS PREFERENCE OF PERSON #2
PRESTG10,RS OCCUPATIONAL PRESTIGE SCORE (2010)
RELHH6,RELATIONSHIP OF PERSON 6 TO HEAD OF HOUSEHOLD
SECTOR,TYPE OF COLLEGE RESPONDENT ATTENDED
FORM,LHRSTHE NUMBER OF HRS IN FORMAL TRAINING          
FEAR,FULFELT FEARFUL ABOUT SOMETHING  
GOD,WATCHBELIEVE IN GOD WHO WATCH OVER ME              
RACE,RACE OF RESPONDENT
NTCITVTE,LONG-TERM RESIDENTS SHOULD VOTE
RADIOACT,SCI KNOWLEDGE: ALL  RADIOACTIVITY IS MAN-MADE
ABSINGLE,NOT MARRIED
ESOP,R IS MEMBER OF ESOP
OTHER,1PERSON #1 IS OTHER TYPE OF ACQUAINTANCE
SATFIN,SATISFACTION WITH FINANCIAL SITUATION
YEAR,BIZYEAR BUSINESS STARTED
NATSOC,ZPROTECTING SOCIAL SECURITY -- VERSION Z
AWAY13,IS 13TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
SCISTUDY,R HAS CLEAR UNDERSTANDING OF SCIENTIFIC STUDY
RACE,DBTFCERTAINTY OF OBSERVED RACE
WKSUBS,DOES SUPERVISOR HAVE SUPERVISOR
HEALTH1,RS HEALTH IN GENERAL
CSHUTYP12,"DURING APRIL-JUNE 2012, WAS R RESIDENT IN HOUSEHOLD OR INSTITUTION"
OTHREASN,HOW IMPORTANT TO TRY TO UNDRSTND REASONING OF OTHR O
PAYTAXES,HOW IMPORTANT NEVER TO TRY TO EVADE TAXES  
PROUDHIS,HOW PROUD ITS HISTORY                            
OLD6,AGE OF 6TH PERSON
NUMEMPS,5HOW MANY PEOPLE R EMPLOYS 5 YRS AFTER
LOANITEM,R HAS LET SOMEONE BORROW A ITEM OF SOME VALUE
LIBCOM,ALLOW COMMUNISTS BOOK IN LIBRARY
INTETHN,RACE OF INTERVIEWER
WKSEXISM,R FEELS DISCRIMINATED BECAUSE OF GENDER
WKSUP,S1DOES SUBORDINANT SUPERVISE ANYONE
OLD4,AGE OF 4TH PERSON
RELHHD11,RELATION OF 11TH PERSON (VISITOR) TO HEAD
RACE,SEEOBSERVED RACE
OBEY,SOBEYS PARENTS WELL
TAX,PAIDDO AUTHORITIES ENSURE TAXES ARE PAID
INTMIL,INTERESTED IN MILITARY POLICY
GETAHEAD,OPINION OF HOW PEOPLE GET AHEAD
SEXEDUC,SEX EDUCATION IN PUBLIC SCHOOLS
DISCAFFM,A MAN WON'T GET A JOB OR PROMOTION  
TRUST,SCIWE TRUST TOO MUCH IN SCIENCE   
NATROAD,ZIMPROVING HIGHWAYS AND BRIDGES -- VER Z
BUYPOL,HOW IMPORTANT TO CHOOSE PRODUCTS FOR POL REASONS
FUND,HOW FUNDAMENTALIST IS R CURRENTLY
EDUC,3EDUCATION LEVEL OF PERSON #3
NEWS,HOW OFTEN DOES R READ NEWSPAPER
PARSOL,RS LIVING STANDARD COMPARED TO PARENTS
POLFUNDS,DONATED MONEY OR RAISED FUNDS FOR SOC OR POL ACTIVITY
OTHLANG1,WHAT OTHER LANGUAGES DOES R SPEAK
HLTHALL,HEALTHCARE PROVIDED FOR EVERYONE
AMLIVED,HOW IMPORTANT TO HAVE LIVED IN AMERICA FOR LIFE  
RACWORK,RACIAL MAKEUP OF WORKPLACE
RELATE10,RELATIONSHIP OF 10TH PERSON TO HOUSEHOLD HEAD
NATCHLD,ASSISTANCE FOR CHILDCARE
SCINEWS3,WHERE ONLINE GET INFO
POLEFF19,R HAVE A GOOD UNDERSTANDING OF POL ISSUES  
WWWMIN,WWW MINUTES PER WEEK
YEAR,GSS YEAR FOR THIS RESPONDENT                       
PRAY,ERBIBLE PRAYER IN PUBLIC SCHOOLS
SEX,EDUCSEX EDUCATION IN PUBLIC SCHOOLS
BABIES,HOUSEHOLD MEMBERS LESS THAN 6 YRS OLD
NEWS,PRNTHOW OFTEN DOES R READ TRADITIONAL NEWSPAPER
WHOELSE6,PRESENCE OF OTHERS: NO ONE
EDUC,EMPIMPORTANCE OF EDUC & QUALIF. TO PAY
NATDRUG,YDRUG REHABILITATION -- VERSION Y
IMMJOBS,IMMIGRANTS TAKE JOBS AWAY  
STRESS,ESHOW LIKELY X S SITUATION CAUSED BY STRESS
SPANENG,INTERVIEWS CONDUCTED IN SPANISH OR ENGLISH
SCIBNFTS,BENEFITS OF SCI RESEARCH OUTWEIGH HARMFUL RESULTS
SPFUND,16HOW FUNDAMENTALIST WAS SPOUSE AT 16
FUND,16HOW FUNDAMENTALIST WAS R AT AGE 16
WRKSTAT,LABOR FORCE STATUS
NEWS,GRPSHOW FAMILIAR R IS WITH TERM NEWSGROUPS
WEALTH,TOTAL WEALTH OF RESPONDENT
EVPAIDSX,EVER HAVE SEX PAID FOR OR BEING PAID SINCE 18
POSSLQY,RELATIONSHIP STATUS AND COHABITATION OR NOT
LIBRAC,ALLOW RACISTS BOOK IN LIBRARY
RELATE13,RELATION OF 13TH PERSON (VISITOR) TO HEAD
RELHH14,RELATIONSHIP OF PERSON 14 TO HEAD OF HOUSEHOLD
WHERE7,WHERE IS 7TH PERSON STAYING?
WKVSFAM,HOW OFTEN JOB INTERFERES FAM LIFE
EXPDESGN,BETTER WAY TO TEST DRUG BTW CONTROL AND NON-CONTROL
RELHH1,1RELATIONSHIP OF PERSON 11 TO HEAD OF HOUSEHOLD
CONSENT,PARTICIPATION/RECORDING CONSENT
DENOM,16DENOMINATION IN WHICH R WAS RAISED
RELHH1,RELATIONSHIP OF PERSON 1 TO HEAD OF HOUSEHOLD
FAMVSWK,1HOW OFTEN DIFFICULT TO CONC AT WORK BECAUSE FAMILY RESP
MADEG,MOTHERS HIGHEST DEGREE
SEX,FREQFREQUENCY OF SEX DURING LAST YEAR
CAPPUN,2DOES R FAVOR CAPITAL PUNISHMENT
IDU30,R INJECT DRUGS IN PAST 30 DAYS
USWAR,YEXPECT U.S. IN WORLD WAR IN 10 YEARS
SEXSEX,SEX OF SEX PARTNERS IN LAST YEAR
SPWRKSLF,SPOUSE SELF-EMP. OR WORKS FOR SOMEBODY
NATCRIME,HALTING RISING CRIME RATE
HUNT,BEARTRUE-FALSE: HUNTING MAKE POLAR BEAR EXTINCT THAN CLIMATE CHANGE
RELATE3,RELATIONSHIP OF 3RD PERSON TO HOUSEHOLD HEAD
CLASS,SUBJECTIVE CLASS IDENTIFICATION
GENDER1,3GENDER OF 13TH PERSON (VISITOR)
STRESS12,STRESS MANAGEMENT PROGRAM LAST 12 MONTHS
TAX,SERVEFAVOR CONSCRIPTION GIVEN TAXES?
WORDE,WORD E
RELHH13,RELATIONSHIP OF PERSON 13 TO HEAD OF HOUSEHOLD
WKPRAISE,R IS LIKELY TO BE PRAISED BY SUPERVISOR
VOLCHRTY,R DONE VOLUNTEER WORK FOR A CHARITY
DEM10PST,HOW WELL DID DEMOCRACY WORK IN AMERICA TEN YRS AGO  
DEM10FUT,HOW WELL WILL DEMOCRACY WORK IN AMERICA IN TEN YRS  
GENDER5,GENDER OF 5TH PERSON
INCOME,06TOTAL FAMILY INCOME
STOCKVAL,TOTAL DOLLAR VALUE OF RS STOCK
WORDD,WORD D
RELSP2,RELATIONSHIP OF PERSON 2 TO SPOUSE OF HOUSEHOL
ROWNGUN,DOES GUN BELONG TO R
AVOIDBUY,BOYCOTTED PRODUCTS FOR POL REASONS  
POLINT1,HOW INTERESTED IN POLITICS  
