Var_Name,Var_Text
SSFCHILD,SAME SEX FEMALE COUPLE RAISE CHILD AS WELL AS MALE-FEMALE COUPLE
INTRACE3,INTERVIEWER S RACE3
LETDIE1,ALLOW INCURABLE PATIENTS TO DIE
JOBPROMO,CHANCES FOR ADVANCEMENT
MAJOR2,COLLEGE MAJOR 2
TAX,ES12PAST 12 MONTHS R WEB TO LEARN TAXES
TREATRES,PEOPLE ARE TREATED WITH RESPECT
RELIG,PUBBETTER IF MORE BELIEVERS HELD PUBLIC OFFICE
SEX,EMPIMPORTANCE OF GENDER TO PAY
HUNT,DOES R OR SPOUSE HUNT
PIKUPSEX,R HAD SEX WITH CASUAL DATE LAST YEAR
GENDER14,GENDER OF 14TH PERSON (VISITOR)
DIPGED,"DIPLOMA, GED, OR OTHER"
MAEDUC,"HIGHEST YEAR SCHOOL COMPLETED, MOTHER"
OBEY,LAWSHOW IMPORTANT ALWAYS TO OBEY LAWS  
FORM,FORM OF SPLIT QUESTIONNAIRE ASKED
POLEFY11,HOW MUCH SAY ABOUT WHAT GOVT DOES
INTTECH,INTERESTED IN TECHNOLOGIES
KD1RELIG,RELIGION OF R'S CHILD 1
XMOVIE,1SEEN PORN FILM (THEATER OR VCR) LAST YR
LACKINFO,PPL AT WORK FAIL TO GIVE R NECESSARY INFO
USWAR,EXPECT U.S. IN WAR WITHIN 10 YEARS
DENOM16,DENOMINATION IN WHICH R WAS RAISED
OBEY,SZOBEYS PARENTS WELL-VERSION Z
MAWRKWRM,WORKING MOM CAN HAVE A WARM REL W KIDS
NEWS,FRMYWHERE NEWS EVENTS INFO
TAX,RICHTAXES ON HIGH INCOME PEOPLE TOO HIGH
SRCBELT,SRC BELTCODE
WHENHS,WHEN RECEIVED HS DEGREE
CUTAHEAD,R ALLOWED A STRANGER TO GO AHEAD OF YOU IN LINE
CLASS,ICSHS AND COLL STUDTS READ TOO MANY CLASSICS  
RACECEN1,WHAT IS RS RACE 1ST MENTION
COOP,2RS ATTITUDE TOWARD INTERVIEW
NATAID,YASSISTANCE TO OTHER COUNTRIES -- VER Y
RELACTIV,HOW OFTEN DOES R TAKE PART IN RELIG ACTIVITIES
SELFLESS,R FEELS LIKE A SELFLESS CARING FOR OTHERS
MAR7,MARITAL STATUS OF 7TH PERSON
FUCITZN,IS R PLANNING/APPLING FOR US CITIZENSHIP OR NOT
HELPFUL,PEOPLE HELPFUL OR LOOKING OUT FOR SELVES
GENDER1,0GENDER OF 10TH PERSON
TOOFAST,SCIENCE MAKES OUR WAY OF LIFE CHANGE TOO FAST
EVSTRAY,HAVE SEX OTHER THAN SPOUSE WHILE MARRIED
ETHNIC,COUNTRY OF FAMILY ORIGIN 
GOD,GUIDEFEEL GUIDED BY GOD IN DAILY ACTIVITIES
VIRUSES,SCI KNOWLEDGE: ANTIBIOTICS KILL VIRUSES AS WELL AS BACTERIA
PAIDLV,PAID LEAVE FOR CHILDCARE
WKYNGSCS,DID PARTNER WORK OUTSIDE HOME AFTER CHILD STARTED SCHOOL
RELHH7,RELATIONSHIP OF PERSON 7 TO HEAD OF HOUSEHOLD
FAMSUFFR,FAMILY LIFE SUFFERS IF MOM WORKS F-T
RELSP8,RELATIONSHIP OF PERSON 8 TO SPOUSE OF HOUSEHOL
LASERS,SCI KNOWLEDGE: LASERS WORK BY FOCUSING SOUND WAVES
RFAMLOOK,HOURS R SPENDS LOOKING AFTER FAMILY MEMBERS
RELSP6,RELATIONSHIP OF PERSON 6 TO SPOUSE OF HOUSEHOL
POLEFF3,AVG PERSON CAN INFLUENCE POLITICIANS
SCIENTBE,SCIENTISTS WANT TO MAKE LIFE BETTER FOR AVG PERSON
TRUST,MANR TRUST MANAGEMENT AT WORK
ENGNRING,HOW SCIENTIFIC IS ENGINEERING
NATEDUCY,EDUCATION -- VERSION Y
GOD,PARTSHOW OFTEN DOES R CONTACT GOD-PARENTS
RELATE11,RELATION OF 11TH PERSON (VISITOR) TO HEAD
RATETONE,R'S FACIAL COLORING BY INTERVIEWER
MARLEGIT,THOSE WANTING KIDS SHOULD GET MARRIED
GOD,SPORTPRO-ATHLETES GIVING THANKS TO GOD     
MARELIG,WHAT WAS MOTHERS RELIGIOUS PREFERENCE
SEXSEX,"18SINCE AGE 18, HAVE YOUR SEX PARTNERS BEEN–"
MAINDSTATUS,MAIND10 CODING STATUS
OTHLANG,2WHAT OTHER LANGUAGES DOES R SPEAK
PAOCCINDV,FATHER'S OCC/IND VERBATIM RETRIEVED
GENDER6,GENDER OF 6TH PERSON
NUMEMPS,NUMBER OF EMPLOYEE FOR THE SELF-EMPLOYED
XMARSEX,SEX WITH PERSON OTHER THAN SPOUSE
ABANY,ABORTION IF WOMAN WANTS FOR ANY REASON
REBORN,HAS R EVER HAD A 'BORN AGAIN' EXPERIENCE
SEEKSCI,YWHERE GET SCIENCE ISSUE NEWS
WKRACISM,R FEELS DISCRIMINATED BECAUSE OF RACE
WKRSPNS,RESPONSE TO MISBEHAVIOR FROM COWORKERS
WRKWAYUP,BLACKS OVERCOME PREJUDICE WITHOUT FAVORS 
SPISCO88,"R'S SPOUSE'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
SCIENTDN,SCIENTIFIC WORK DANGEROUS
PRESPOP,APPROVE OF PRES HANDLING JOB
FAIR,ASNSASIANS COMMITTED TO FAIR AND EQUAL TREATMENT O
OTHER,WRKDOES R HAVE ANY ADDITIONAL JOB
EQWLTH,SHOULD GOVT REDUCE INCOME DIFFERENCES
RELHHD1,2RELATION OF 12TH PERSON (VISITOR) TO HEAD
TRUST,FAMWOULD TRUST MY FAMILY                   
SPDEN,"SPECIFIC DENOMINATION, SPOUSE"
PAEDUC,"HIGHEST YEAR SCHOOL COMPLETED, FATHER"
OTHSHELP,PEOPLE SHOULD HELP LESS FORTUNATE OTHERS
WORDI,WORD I
MAR5,MARITAL STATUS OF 5TH PERSON
GENDER4,GENDER OF 4TH PERSON
KD3RELIG,RELIGION OF R'S CHILD 3
RELATE8,RELATIONSHIP OF 8TH PERSON TO HOUSEHOLD HEAD
SEX,FREQ1HAD SEX IN LAST MONTH
SEXFREQ,1HAD SEX IN LAST MONTH
GENDER13,GENDER OF 13TH PERSON (VISITOR)
COLDEG1,THE HIGHEST DEGREE R HAVE EARNED
FEHIRE,SHOULD HIRE AND PROMOTE WOMEN                            
HHTYPE,HOUSEHOLD TYPE
HIVTEST,2WHERE DID YOU HAVE YOUR LAST HIV TEST
RACE,THHIPOINTS ASSIGNED TO HISPANIC/LATINO
WHERE5,WHERE IS 5TH PERSON STAYING?
POLABUSE,CITIZEN SAID VULGAR OR OBSCENE THINGS
AGED,SHOULD AGED LIVE WITH THEIR CHILDREN
COHORT,YEAR OF BIRTH
RELSP3,RELATIONSHIP OF PERSON 3 TO SPOUSE OF HOUSEHOL
AGE,EMPIMPORTANCE OF AGE TO PAY
GENDER7,GENDER OF 7TH PERSON
WHERE1,WHERE IS 1ST PERSON STAYING?
EMAILMIN,EMAIL MINUTES PER WEEK
WHOELSE1,PRESENCE OF OTHERS: CHILDREN UNDER SIX
CONFED,YEXEC BRANCH FED GOVT -- VERSION Z
NATSPAC,SPACE EXPLORATION PROGRAM
RELATE6,RELATIONSHIP OF 6TH PERSON TO HOUSEHOLD HEAD
COLCOM,SHOULD COMMUNIST TEACHER BE FIRED
DISCAFF,MA MAN WON'T GET A JOB OR PROMOTION  
RELSP5,RELATIONSHIP OF PERSON 5 TO SPOUSE OF HOUSEHOL
WKSUB,S1DOES SUPERVISOR HAVE SUPERVISOR
WWWMIN,HMINUTES PER WEEK USE COMPUTER WWW
COURTS,COURTS DEALING WITH CRIMINALS
CONFED,CONFID. IN EXEC BRANCH OF FED GOVT
GOD,SWILLHOW LIKELY X S SITUATION CAUSED BY GOD S WILL
TAX,CHEATWRONG TO CHEAT ON TAXES?
POSSLQ,DOES R HAVE MARITAL PARTNER
WORKHARD,TO WORK HARD
NATSPACY,SPACE EXPLORATION -- VERSION Y
DWELLING,TYPE OF STRUCTURE
USWARY,EXPECT U.S. IN WORLD WAR IN 10 YEARS
TRYNEWJB,HOW LIKELY R MAKE EFFORT FOR NEW JOB NEXT YEAR
AWAY8,IS 8TH PERSON STAYING SOMEWHERE ELSE NOW?
ETHNUM,TYPE OF RESPONSE ABOUT ETHNICITY -- R
FINLCOUN,HOW SCIENTIFIC IS FINANCIAL COUNSELING
GIVSEAT,R OFFERED SEAT TO A STRANGER DURING PAST 12 MONTHS
NATDRUGY,DRUG REHABILITATION -- VERSION Y
SAVESOUL,TRIED TO CONVINCE OTHERS TO ACCEPT JESUS
RELHHD14,RELATION OF 14TH PERSON (VISITOR) TO HEAD
CONSCI,CONFIDENCE IN SCIENTIFIC COMMUNITY
BIBLE,1DESCRIBE YOUR FEELINGS ABOUT THE BIBLE
SEX,4SEX OF PERSON NUMBER 4
AGE,1AGE OF PERSON #1
ETH3,3RD MENTIONED COUNTRY OF ORIGIN                     
HELPBLK,SHOULD GOVT AID BLACKS?
RACE,THWHPOINTS ASSIGNED TO WHITE
PRAYER,XBIBLE PRAYER IN SCHOOLS -- VERSION Z
MARITAL,MARITAL STATUS
AWAY4,IS 4TH PERSON STAYING SOMEWHERE ELSE NOW?
BORN,SPIN WHAT COUNTRY WERE YOU BORN
HEALTH,CONDITION OF HEALTH
INTRHOME,INTERNET ACCESS IN R'S HOME
PRESTG105PLUS,RS OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
NATDRUG,DEALING WITH DRUG ADDICTION
RACECEN2,WHAT IS RS RACE 2ND MENTION
AWAY1,3IS 13TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
ACTUPSET,PPL AT WORK THROW THINGS WHEN UPSET WITH R
ENGINT,ENGINEERS ONLY INTERESTED IN WORK
MEOVRWRK,MEN HURT FAMILY WHEN FOCUS ON WORK TOO MUCH
MASEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN MAOCC10 BASED ON ACS 2010
RELSP1,0RELATIONSHIP OF PERSON 10 TO SPOUSE OF HOUSEHO
SEX,SEXSEX OF SEX PARTNERS IN LAST YEAR
EQWLTH,YGOVT REDUCE INCOME DIFFERENCES-VERSION Y
HHRACE,RACE OF HOUSEHOLD
RELATE1,4RELATION OF 14TH PERSON (VISITOR) TO HEAD
RELATE5,RELATIONSHIP OF 5TH PERSON TO HOUSEHOLD HEAD
NATCITYY,ASSISTANCE TO BIG CITIES -- VERSION Y
TRUST,5PEOPLE CAN OR CANNOT BE TRUSTED
GENDER11,GENDER OF 11TH PERSON (VISITOR)
GOD,HELPASK FOR GODS HELP IN DAILY ACTIVITIES
CONTV,CONFIDENCE IN TELEVISION
FARMING,HOW SCIENTIFIC IS FARMING
HELPPOOR,SHOULD GOVT IMPROVE STANDARD OF LIVING?
SPSEI10,R'S SPOUSE'S SOCIOECONOMIC INDEX (2010)
COLATH,ALLOW ANTI-RELIGIONIST TO TEACH
NATPARK,ZIMPROVING PARKS AND RECREATION -- VER Z
HIVTEST,HAVE YOU EVER BEEN TESTED FOR HIV
RELSP12,RELATIONSHIP OF PERSON 12 TO SPOUSE OF HOUSEHO
WHERE1,3WHERE IS 13TH PERSON (VISITOR) STAYING?
NATHEALY,HEALTH -- VERSION Y
PARBORN,WERE RS PARENTS BORN IN THIS COUNTRY
SEX,1SEX OF PERSON NUMBER 1
SPKRAC,ALLOW RACIST TO SPEAK
WORKBLKS,HARD WORKING - LAZY
EARTHSUN,SCI KNOWLEDGE: THE EARTH GOES AROUND THE SUN
CAPPUN,FAVOR OR OPPOSE DEATH PENALTY FOR MURDER
DISCAFFW,HITES HURT BY AFF. ACTION
EVOLVED1,HUMANS DEVELOPED FROM EARLIER SPECIES: TRUE OR FALSE
ID,U30R INJECT DRUGS IN PAST 30 DAYS
GOD,MEANSLIFE MEANINGFUL BECAUSE GOD EXISTS
HUBBYWK1,MEN SHOULD EARN MONEY WOMEN KEEP HOUSE
ODDS1,TEST OF KNOWLEDGE ABOUT PROBABLITY1
RELHHD3,RELATION OF 3RD PERSON TO HOUSEHOLD HEAD
GRANBORN,HOW MANY GRANDPARENTS BORN OUTSIDE U.S.
WLTHBLKS,RICH - POOR
JOBSEC,NO DANGER OF BEING FIRED
FEPOL,WOMEN NOT SUITED FOR POLITICS
KIDFINBU,CHILDREN ARE FINANCIAL BURDEN ON PARENTS
PHONE,DOES R HAVE TELEPHONE
MAR1,2MARITAL STATUS OF 12TH PERSON (VISITOR)
PAOCC10,FATHERS CENSUS OCCUPATION CODE (2010)
FORM,LDYSTHE NUMBER OF DAYS IN FORMAL TRAINING         
GOD,CHNGEDESCRIBE YOUR BELIEFS ABOUT GOD
SPLIVE,HOW LONG BEEN LIVING WITH SPOUSE
INTSEX,SEX OF INTERVIEWER
SPGRADTOUNDER,RATIO OF GRADUATE STUDENTS TO UNDERGRADUATE STUDENTS IN COLLEGE SPOUSE ATTECOBARATERATE OF BA DEGREE EARNING AT COLLEGE PARTNER ATTENDED
POLEFY16,HOW OFTEN CONGRESS KEEPS PROMISES
SUPCARES,SUPERVISOR CONCERNED ABOUT WELFARE
SPRTPRSN,R CONSIDER SELF A SPIRITUAL PERSON    
WIDOWED,EVER BEEN WIDOWED
WKSUPS,1DOES SUBORDINANT SUPERVISE ANYONE
USEWWW,R USE WWW OTHER THAN EMAIL
HELPOTH,TO HELP OTHERS
EVIDU,R EVER INJECT DRUGS
SPKLANG,WHOW WELL R SPEAKS THE LANGUAGE IN BETRLANG
AFFRMACT,FAVOR PREFERENCE IN HIRING BLACKS
MARHISP,CLOSE RELATIVE MARRY HISPANIC
HUNT,OTHRDOES OTHER HOUSEHOLD MEMBER HUNT
PAIDSEX,R HAD SEX FOR PAY LAST YEAR
RELHHD4,RELATION OF 4TH PERSON TO HOUSEHOLD HEAD
NATRACE,YASSISTANCE TO BLACKS -- VERSION Y
CARRIED,R CARRIED A STRANGER'S BELONGINGS
OTHLANG2,WHAT OTHER LANGUAGES DOES R SPEAK
CONTV,NHAVE VIETNAMESE POSITIVE CONTRIBUTION TO COUNTRY
RACOPEN,VOTE ON OPEN HOUSING LAW
RELIG,2RELIGIOUS PREFERENCE OF PERSON #2
PRESTG10,RS OCCUPATIONAL PRESTIGE SCORE (2010)
SECTOR,TYPE OF COLLEGE RESPONDENT ATTENDED
POLEFF16,PEOPLE ELECTED TO CONGRESS TRY TO KEEP PROMISES         
FORM,LHRSTHE NUMBER OF HRS IN FORMAL TRAINING          
FEAR,FULFELT FEARFUL ABOUT SOMETHING  
GOD,WATCHBELIEVE IN GOD WHO WATCH OVER ME              
RACE,RACE OF RESPONDENT
RADIOACT,SCI KNOWLEDGE: ALL  RADIOACTIVITY IS MAN-MADE
WRKSCH,EDUSUAL WORK SCHEDULE
ABSINGLE,NOT MARRIED
LOCKEDUP,PRISON OR JAIL EVER
YEAR,BIZYEAR BUSINESS STARTED
OTHER,1PERSON #1 IS OTHER TYPE OF ACQUAINTANCE
SATFIN,SATISFACTION WITH FINANCIAL SITUATION
NATSOC,ZPROTECTING SOCIAL SECURITY -- VERSION Z
SCISTUDY,R HAS CLEAR UNDERSTANDING OF SCIENTIFIC STUDY
JOKESWK,TARGET OF DEROGATORY COMMENTS OR JOKES AT WORK
RACE,DBTFCERTAINTY OF OBSERVED RACE
WKSUBS,DOES SUPERVISOR HAVE SUPERVISOR
HEALTH1,RS HEALTH IN GENERAL
MAOCCTAG,MAOCC10 CODING TAG
SCIENTR,CONSIDER CAREER IN SCIENCE
PAIDLV,1MONTHS OF LEAVE THAT SHOULD BE AVAILABLE
OLD6,AGE OF 6TH PERSON
MARRCOUN,HOW SCIENTIFIC IS MARRIAGE COUNSELING
NUMEMPS,5HOW MANY PEOPLE R EMPLOYS 5 YRS AFTER
LOANITEM,R HAS LET SOMEONE BORROW A ITEM OF SOME VALUE
LIBCOM,ALLOW COMMUNISTS BOOK IN LIBRARY
ARREST,EVER PICKED UP OR CHARGED BY POLICE
INTETHN,RACE OF INTERVIEWER
WKSUP,S1DOES SUBORDINANT SUPERVISE ANYONE
OLD4,AGE OF 4TH PERSON
RELHHD11,RELATION OF 11TH PERSON (VISITOR) TO HEAD
RACE,SEEOBSERVED RACE
OBEY,SOBEYS PARENTS WELL
POLEFF17,MOST GOVERNMENT ADMINISTRATORS CAN BE TRUSTED           
INTMIL,INTERESTED IN MILITARY POLICY
GETAHEAD,OPINION OF HOW PEOPLE GET AHEAD
RELSP14,RELATIONSHIP OF PERSON 14 TO SPOUSE OF HOUSEHO
SEXEDUC,SEX EDUCATION IN PUBLIC SCHOOLS
TAX,PAIDDO AUTHORITIES ENSURE TAXES ARE PAID
DISCAFFM,A MAN WON'T GET A JOB OR PROMOTION  
TRUST,SCIWE TRUST TOO MUCH IN SCIENCE   
VOLACTYR,SINCE LAST YR ANY VOLUNTEERING
NATROAD,ZIMPROVING HIGHWAYS AND BRIDGES -- VER Z
FUND,HOW FUNDAMENTALIST IS R CURRENTLY
PARSOL,RS LIVING STANDARD COMPARED TO PARENTS
EDUC,3EDUCATION LEVEL OF PERSON #3
NEWS,HOW OFTEN DOES R READ NEWSPAPER
RELHH1,1RELATIONSHIP OF PERSON 11 TO HEAD OF HOUSEHOLD
RELHH6,RELATIONSHIP OF PERSON 6 TO HEAD OF HOUSEHOLD
OTHLANG1,WHAT OTHER LANGUAGES DOES R SPEAK
SCINEWS3,WHERE ONLINE GET INFO
SOCSCI,HOW SCIENTIFIC: SOCIOLOGY
RACWORK,RACIAL MAKEUP OF WORKPLACE
RELATE10,RELATIONSHIP OF 10TH PERSON TO HOUSEHOLD HEAD
SPINDSTATUS,SPIND10 CODING STATUS
NATCHLD,ASSISTANCE FOR CHILDCARE
SCIENTGO,SCIENTISTS WORK FOR GOOD OF HUMANITY
WKBHVRS,EMPLOYEE DOING THESE THINGS AT WORK TO R
WWWMIN,WWW MINUTES PER WEEK
YEAR,GSS YEAR FOR THIS RESPONDENT                       
PRAY,ERBIBLE PRAYER IN PUBLIC SCHOOLS
SEX,EDUCSEX EDUCATION IN PUBLIC SCHOOLS
BABIES,HOUSEHOLD MEMBERS LESS THAN 6 YRS OLD
NEWS,PRNTHOW OFTEN DOES R READ TRADITIONAL NEWSPAPER
WHOELSE6,PRESENCE OF OTHERS: NO ONE
EDUC,EMPIMPORTANCE OF EDUC & QUALIF. TO PAY
NATDRUG,YDRUG REHABILITATION -- VERSION Y
MARHAPPY,MARRIED PEOPLE HAPPIER THAN UNMARRIED
RUDEWK,TREATED RUDELY AT WORK
SPANENG,INTERVIEWS CONDUCTED IN SPANISH OR ENGLISH
SCIBNFTS,BENEFITS OF SCI RESEARCH OUTWEIGH HARMFUL RESULTS
ENGEARN,ENGINEERS EARN LESS
SPFUND,16HOW FUNDAMENTALIST WAS SPOUSE AT 16
FUND,16HOW FUNDAMENTALIST WAS R AT AGE 16
WRKSTAT,LABOR FORCE STATUS
NEWS,GRPSHOW FAMILIAR R IS WITH TERM NEWSGROUPS
EVPAIDSX,EVER HAVE SEX PAID FOR OR BEING PAID SINCE 18
IGNORWK,FEEL IGNORED AT WORK
INDSTATUS,INUSD10 CODING STATUS
LIBRAC,ALLOW RACISTS BOOK IN LIBRARY
POSSLQY,RELATIONSHIP STATUS AND COHABITATION OR NOT
RELATE13,RELATION OF 13TH PERSON (VISITOR) TO HEAD
RELHH14,RELATIONSHIP OF PERSON 14 TO HEAD OF HOUSEHOLD
WHERE7,WHERE IS 7TH PERSON STAYING?
EXPDESGN,BETTER WAY TO TEST DRUG BTW CONTROL AND NON-CONTROL
WKVSFAM,HOW OFTEN JOB INTERFERES FAM LIFE
CONSENT,PARTICIPATION/RECORDING CONSENT
DENOM,16DENOMINATION IN WHICH R WAS RAISED
RELHH1,RELATIONSHIP OF PERSON 1 TO HEAD OF HOUSEHOLD
MADEG,MOTHERS HIGHEST DEGREE
SEX,FREQFREQUENCY OF SEX DURING LAST YEAR
CAPPUN,2DOES R FAVOR CAPITAL PUNISHMENT
IDU30,R INJECT DRUGS IN PAST 30 DAYS
SCIENTHE,SCIENTISTS HELP SOLVE PROB
USWAR,YEXPECT U.S. IN WORLD WAR IN 10 YEARS
SEXSEX,SEX OF SEX PARTNERS IN LAST YEAR
SPWRKSLF,SPOUSE SELF-EMP. OR WORKS FOR SOMEBODY
ENGDO,KNOW WHAT ENGINEERS DO
HUNT,BEARTRUE-FALSE: HUNTING MAKE POLAR BEAR EXTINCT THAN CLIMATE CHANGE
NATCRIME,HALTING RISING CRIME RATE
CLASS,SUBJECTIVE CLASS IDENTIFICATION
GENDER1,3GENDER OF 13TH PERSON (VISITOR)
RELATE3,RELATIONSHIP OF 3RD PERSON TO HOUSEHOLD HEAD
TAX,SERVEFAVOR CONSCRIPTION GIVEN TAXES?
WORDE,WORD E
RELHH13,RELATIONSHIP OF PERSON 13 TO HEAD OF HOUSEHOLD
VOLCHRTY,R DONE VOLUNTEER WORK FOR A CHARITY
INCOME,06TOTAL FAMILY INCOME
GENDER5,GENDER OF 5TH PERSON
WORDD,WORD D
ROWNGUN,DOES GUN BELONG TO R
NATAID,ZHELPING OTHER COUNTRIES -- VERSION Z
TRUST,DOCWOULD TRUST MY DOCTOR                   
