Var_Name,Var_Text
PRFMATT4,ATTENDED WITH RELATIVE
NATSPAC,YSPACE EXPLORATION -- VERSION Y
GOD,CLOSEHOW CLOSE TO GOD
TIMEOFF,HOW DIFFICULT R TAKES AN HOUR OFF DURING WORKING HOURS
TRUST,CAN PEOPLE BE TRUSTED
INCOME,86TOTAL FAMILY INCOME
INTMBILE,USE INTERNET/APPS FROM PHONE OR TABLET
POSTLIFE,BELIEF IN LIFE AFTER DEATH
WKSUB,1DOES R OR SPOUSE OR PARTNER HAVE A SUPERVISOR
GOD,LVOTHFEEL GODS LOVE FOR ME THROUGH OTHERS
INTUSE,USE INTERNET/APPS MORE THAN OCCASSIONALLY
MAPRES105PLUS,MOTHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
SPBARATE,RATE OF BA DEGREE EARNING IN COLLEGE SPOUSE ATTENDED
LEASTHRS,FEWEST HRS/WEEK WORKED IN PAST MONTH
CONTV,YTELEVISION -- VERSION Z
GENEGEN,HOW DANGEROUS MODIFYING GENES IN CROPS                   
AWAY11,IS 11TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
GENDER1,1GENDER OF 11TH PERSON (VISITOR)
MARCOHAB,COHABITATION STATUS
HAPPY,7HOW HAPPY R IS
PRAY,HOW OFTEN DOES R PRAY
RELHH1,0RELATIONSHIP OF PERSON 10 TO HEAD OF HOUSEHOLD
TEENSEX,1MORALITY OF TEENS HAVING SEX
WWWHR,OHOURS PER WEEK USING OTHER COMPUTER WWW
MAPRES10,5PLUSMOTHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
SEXSEX5,SEX OF SEX PARTNERS LAST FIVE YEARS
RACE,SELFR'S OWN RACIAL ID
INTRACE1,INTERVIEWER S RACE1
JBENDMO,MONTH LAST PAID JOB ENDED
COFUND,HOW FUNDAMENTALIST IS PARTNERS CURRENT RELIGION
COLSCI,R HAS TAKEN ANY COLLEGE-LEVEL SCI COURSE 
OLD1,AGE OF 1ST PERSON
OTHER,5PERSON #5 IS OTHER TYPE OF ACQUAINTANCE
MAR1,MARITAL STATUS OF 1ST PERSON
FORM,LFINHAVE YOU FINISHED ALL THE COURSES              
PILLOK,BIRTH CONTROL TO TEENAGERS 14-16
REVSPEAK,ALLOW REVOLUTIONARY PUBLIC MEETINGS
AIDCOL,GOV. SHOULD ASSIST LOW-INCOME COLLEGE STUDENT
EARNRS,HOW MANY IN FAMILY EARNED MONEY
INTWKENM,MINUTES OF INTERNET USE ON WEEKENDS
OTHER,OTHER PROTESTANT DENOMINATIONS
PRES12,VOTE OBAMA OR ROMNEY
YEAR,VALTOTAL DOLLAR VALUE OF PAYMENTS IN THAT YEAR
NOUNEMP1, R WOULD ACCEPT JOB REQUIRING NEW SKILL TO AVOID UNEMPLOYMENT
COGRADTOUNDER,RATIO OF GRADUATE TO UNDERGRADUATE STUDENTS AT COLLEGE PARTNER ATTENDEDCOEFTOTLTTOTAL NUMBER OF STUDENTS ENROLLED AT COLLEGE PARTNER ATTENDED
OLD1,4AGE OF 14TH PERSON (VISITOR)
RACECEN3,WHAT IS RS RACE 3RD MENTION
SUIREL2,RS RELATIONSHIP TO 2ND CLOSEST SUICIDE
PRFMLOC,DID NOT WANT TO GO TO THAT LOCATION
COLMIL,ALLOW MILITARIST TO TEACH
REALRINC,RS INCOME IN CONSTANT $
RELHH8,RELATIONSHIP OF PERSON 8 TO HEAD OF HOUSEHOLD
STAYORG3,I WOULD TURN DOWN JOB OFFERING MORE PAY
WORDSUM,NUMBER WORDS CORRECT IN VOCABULARY TEST
JOBFIND,COULD R FIND EQUALLY GOOD JOB
COSEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN COOCC10 BASED ON ACS 2010
PASEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN PAOCC10 BASED ON ACS 2010
DIVLAW,YDIVORCE LAWS-VERSION Y
PRVDSCHL,WHO PROVIDES SCHOOL EDUC
SPEVWORK,SPOUSE EVER WORK AS LONG AS A YEAR
EVOLVED,2ELEPHANTS EVOLVED FROM EARLIER SPECIES: TRUE OR FALSE
LIVEBLKS,NEIGHBORHOOD HALF BLACK
SPENVIRO,GOVT SPENDING ON ENVIRONMENT
HHTYPE,1HOUSEHOLD TYPE (CONDENSED)
ARTOTHR,OTHER REASON WHY DID NOT GO
RELHHD10,RELATION OF 1OTH PERSON TO HOUSEHOLD HEAD
NATCITY,SOLVING PROBLEMS OF BIG CITIES
FAMORJOB,WOULD YOU SACRIFICE JOB OPPORTUNITIES FOR FAMILY
RHLPOTHS,R HELPS OTHERS IN JOB
TEENS,HOUSEHOLD MEMBERS 13 THRU 17 YRS OLD
TEENS,EX1MORALITY OF TEENS HAVING SEX
MAWRKSLF,MOTHER SELF-EMP. OR WORKED FOR SOMEBODY
COLRAC,ALLOW RACIST TO TEACH
BIGBANG,1UNIVERSE BEGAN WITH A BIG EXPLOSION: TRUE OR FALSE
INCOME16,TOTAL FAMILY INCOME
CONSCI,YSCIENTIFIC COMMUNITY -- VERSION Z
OTHER,SEXR HAD SEX WITH SOME OTHER LAST YEAR
WKSUPS,DOES SUBORDINATE SUPERVISE ANYONE
XMOVIE,SEEN X-RATED MOVIE IN LAST YEAR
UNION,GODDESIRE TO BE CLOSER TO GOD                    
ARTATT,5ATTENDED WITH OTHER
ASTROLGY,EVER READ A HOROSCOPE OR PERSONAL ASTROLOGY REPORT
NEWSFROM,MAIN SOURCE OF INFORMATION ABOUT EVENTS IN THE NEWS
RELSP11,RELATIONSHIP OF PERSON 11 TO SPOUSE OF HOUSEHO
RVISITOR,IS R A VISITOR?
BORED,HOW OFTEN DOES R HAVE EXTRA TIME
NATENVIR,IMPROVING & PROTECTING ENVIRONMENT
SHOTGUN,SHOTGUN IN HOME
PAPRES10,5PLUSFATHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
RACE,1RACE OF PERSON NUMBER 1
SOCREL,SPEND EVENING WITH RELATIVES
INTRACE3,INTERVIEWER S RACE3
HLTHCARE,GOVTS RESP: PROVIDE HLTH CARE FOR SICK
LETDIE1,ALLOW INCURABLE PATIENTS TO DIE
MAJOR2,COLLEGE MAJOR 2
TAX,ES12PAST 12 MONTHS R WEB TO LEARN TAXES
WTSSALL,WEIGHT VARIABLE
RELIG,PUBBETTER IF MORE BELIEVERS HELD PUBLIC OFFICE
SEX,EMPIMPORTANCE OF GENDER TO PAY
HUNT,DOES R OR SPOUSE HUNT
PIKUPSEX,R HAD SEX WITH CASUAL DATE LAST YEAR
GENDER14,GENDER OF 14TH PERSON (VISITOR)
DIPGED,"DIPLOMA, GED, OR OTHER"
MAEDUC,"HIGHEST YEAR SCHOOL COMPLETED, MOTHER"
OBEY,LAWSHOW IMPORTANT ALWAYS TO OBEY LAWS  
FORM,FORM OF SPLIT QUESTIONNAIRE ASKED
INTTECH,INTERESTED IN TECHNOLOGIES
XMOVIE,1SEEN PORN FILM (THEATER OR VCR) LAST YR
ARTATT,2ATTENDED WITH CHILD
USWAR,EXPECT U.S. IN WAR WITHIN 10 YEARS
DENOM16,DENOMINATION IN WHICH R WAS RAISED
HIINC,IMPORTANCE OF HIGH PR INCOME IN A JOB
OBEY,SZOBEYS PARENTS WELL-VERSION Z
NEWS,FRMYWHERE NEWS EVENTS INFO
BRIBE,DOES R SEE PUBLIC OFFICIAL ASKING FOR A BRIBE IN LAST FIVE YEARS
TAX,RICHTAXES ON HIGH INCOME PEOPLE TOO HIGH
SRCBELT,SRC BELTCODE
WHENHS,WHEN RECEIVED HS DEGREE
ARTWHY1,IMP OF LOW COST IN DECISION TO ATTEND EXHIBIT
CLASS,ICSHS AND COLL STUDTS READ TOO MANY CLASSICS  
EXTRAERN,HOW MUCH EARNED FROM ADDITIONAL JOBS IN PAST YR
ARTWHY3,IMP OF WANTING TO SOCIALIZE WITH FRIENDS OR FAM IN DECISION TO ATTEND EXHIBIT
RACECEN1,WHAT IS RS RACE 1ST MENTION
COOP,2RS ATTITUDE TOWARD INTERVIEW
NATAID,YASSISTANCE TO OTHER COUNTRIES -- VER Y
RELACTIV,HOW OFTEN DOES R TAKE PART IN RELIG ACTIVITIES
GVINFLU1,WHAT PEO OR ORG HAVE MOST INF
MAR7,MARITAL STATUS OF 7TH PERSON
FUCITZN,IS R PLANNING/APPLING FOR US CITIZENSHIP OR NOT
HELPFUL,PEOPLE HELPFUL OR LOOKING OUT FOR SELVES
GENDER1,0GENDER OF 10TH PERSON
RACETHOT,POINTS ASSIGNED TO OTHER
EVSTRAY,HAVE SEX OTHER THAN SPOUSE WHILE MARRIED
TOOFAST,SCIENCE MAKES OUR WAY OF LIFE CHANGE TOO FAST
ETHNIC,COUNTRY OF FAMILY ORIGIN 
GOD,GUIDEFEEL GUIDED BY GOD IN DAILY ACTIVITIES
COEVWORK,PARTNER EVER WORK AS LONG AS A YEAR
VIRUSES,SCI KNOWLEDGE: ANTIBIOTICS KILL VIRUSES AS WELL AS BACTERIA
RELHH7,RELATIONSHIP OF PERSON 7 TO HEAD OF HOUSEHOLD
RELSP8,RELATIONSHIP OF PERSON 8 TO SPOUSE OF HOUSEHOL
LASERS,SCI KNOWLEDGE: LASERS WORK BY FOCUSING SOUND WAVES
COREL,PARTNERS RELIGIOUS PREFERENCE
RELSP6,RELATIONSHIP OF PERSON 6 TO SPOUSE OF HOUSEHOL
SCIENTBE,SCIENTISTS WANT TO MAKE LIFE BETTER FOR AVG PERSON
TRUST,MANR TRUST MANAGEMENT AT WORK
NATEDUCY,EDUCATION -- VERSION Y
GOD,PARTSHOW OFTEN DOES R CONTACT GOD-PARENTS
RELATE11,RELATION OF 11TH PERSON (VISITOR) TO HEAD
JOBORFAM,WOULD YOU REMAIN IN UNSATISFYING JOB FOR FAMILY
ISCO08,"RESPONDENT'S OCCUPATION, 2010 CENSUS & 2008 ISCO CODE"
RATETONE,R'S FACIAL COLORING BY INTERVIEWER
GOD,SPORTPRO-ATHLETES GIVING THANKS TO GOD     
PRFMATT,4ATTENDED WITH RELATIVE
SEXSEX,"18SINCE AGE 18, HAVE YOUR SEX PARTNERS BEEN–"
OTHLANG,2WHAT OTHER LANGUAGES DOES R SPEAK
NUMEMPS,NUMBER OF EMPLOYEE FOR THE SELF-EMPLOYED
GENDER6,GENDER OF 6TH PERSON
AIDOLD,GOVTS RESP: PROVIDE FOR THE ELDERLY
XMARSEX,SEX WITH PERSON OTHER THAN SPOUSE
ABANY,ABORTION IF WOMAN WANTS FOR ANY REASON
WKATHOME,HOW OFTEN DO YOU WORK FROM HOME
REBORN,HAS R EVER HAD A 'BORN AGAIN' EXPERIENCE
SEEKSCI,YWHERE GET SCIENCE ISSUE NEWS
PRFMINT,DID NOT GO SINCE NOT OF INTEREST
SUICLSE2,HOW CLOSE WERE  YOU TO 2ND CLOSEST SUICIDE VICTIM
WRKWAYUP,BLACKS OVERCOME PREJUDICE WITHOUT FAVORS 
ARTINT,DID NOT GO SINCE NOT OF INTEREST
SPISCO88,"R'S SPOUSE'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
TRUST,FAMWOULD TRUST MY FAMILY                   
FAIR,ASNSASIANS COMMITTED TO FAIR AND EQUAL TREATMENT O
ARTATT4,ATTENDED WITH RELATIVE
EQWLTH,SHOULD GOVT REDUCE INCOME DIFFERENCES
OTHER,WRKDOES R HAVE ANY ADDITIONAL JOB
RELHHD1,2RELATION OF 12TH PERSON (VISITOR) TO HEAD
TEMPGEN,1TEMPERATURE RISE FROM CLIMATE CHANGE
SPDEN,"SPECIFIC DENOMINATION, SPOUSE"
PAEDUC,"HIGHEST YEAR SCHOOL COMPLETED, FATHER"
PRFMNCE,DID R GO TO A PERFORMANCE IN LAST 12 MONTHS
WORDI,WORD I
WRKSHIFT,WHAT IS YOUR WORKING SCHEDULE
MAR5,MARITAL STATUS OF 5TH PERSON
GENDER4,GENDER OF 4TH PERSON
SEX,FREQ1HAD SEX IN LAST MONTH
RELATE8,RELATIONSHIP OF 8TH PERSON TO HOUSEHOLD HEAD
WKSUPS1,DOES SUBORDINANT SUPERVISE ANYONE
SEXFREQ,1HAD SEX IN LAST MONTH
GENDER13,GENDER OF 13TH PERSON (VISITOR)
COLDEG1,THE HIGHEST DEGREE R HAVE EARNED
FEHIRE,SHOULD HIRE AND PROMOTE WOMEN                            
HHTYPE,HOUSEHOLD TYPE
HIVTEST,2WHERE DID YOU HAVE YOUR LAST HIV TEST
RACE,THHIPOINTS ASSIGNED TO HISPANIC/LATINO
WHERE5,WHERE IS 5TH PERSON STAYING?
POLABUSE,CITIZEN SAID VULGAR OR OBSCENE THINGS
AGED,SHOULD AGED LIVE WITH THEIR CHILDREN
COHORT,YEAR OF BIRTH
RELSP3,RELATIONSHIP OF PERSON 3 TO SPOUSE OF HOUSEHOL
ARTGST,DID NOT GO BECAUSE COULDN'T FIND ANYONE TO GO WITH
AGE,EMPIMPORTANCE OF AGE TO PAY
GENDER7,GENDER OF 7TH PERSON
WHERE1,WHERE IS 1ST PERSON STAYING?
CORRUPT2,OPINION OF CORRUPTION BY GOVERNMENT ADMINISTRATORS
EMAILMIN,EMAIL MINUTES PER WEEK
WHOELSE1,PRESENCE OF OTHERS: CHILDREN UNDER SIX
CONFED,YEXEC BRANCH FED GOVT -- VERSION Z
ARTATT,3ATTENDED WITH FRIEND
COWRKSTA,PARTNERS LABOR FORCE STATUS
NATSPAC,SPACE EXPLORATION PROGRAM
RELATE6,RELATIONSHIP OF 6TH PERSON TO HOUSEHOLD HEAD
COLCOM,SHOULD COMMUNIST TEACHER BE FIRED
DISCAFF,MA MAN WON'T GET A JOB OR PROMOTION  
RELSP5,RELATIONSHIP OF PERSON 5 TO SPOUSE OF HOUSEHOL
WKSUB,S1DOES SUPERVISOR HAVE SUPERVISOR
WWWMIN,HMINUTES PER WEEK USE COMPUTER WWW
COURTS,COURTS DEALING WITH CRIMINALS
CONFED,CONFID. IN EXEC BRANCH OF FED GOVT
RCONTACT,DO YOU HAVE PERSONAL CONTACT AT WORK
GOD,SWILLHOW LIKELY X S SITUATION CAUSED BY GOD S WILL
PRIAGNCY,REGISTERED AT A PRIVATE EMPLOYMENT AGENCY     
TAX,CHEATWRONG TO CHEAT ON TAXES?
POSSLQ,DOES R HAVE MARITAL PARTNER
WORKHARD,TO WORK HARD
NATSPACY,SPACE EXPLORATION -- VERSION Y
DWELLING,TYPE OF STRUCTURE
USWARY,EXPECT U.S. IN WORLD WAR IN 10 YEARS
INTWKDYM,MINUTES OF INTERNET USE ON WEEKDAYS
ETHNUM,TYPE OF RESPONSE ABOUT ETHNICITY -- R
INTWKDYH,HOURS OF INTERNET USE ON WEEKDAYS
NATDRUGY,DRUG REHABILITATION -- VERSION Y
SAVESOUL,TRIED TO CONVINCE OTHERS TO ACCEPT JESUS
RELHHD14,RELATION OF 14TH PERSON (VISITOR) TO HEAD
CONSCI,CONFIDENCE IN SCIENTIFIC COMMUNITY
PRFMTIME,DID NOT GO DUE TO LACK OF TIME
BIBLE,1DESCRIBE YOUR FEELINGS ABOUT THE BIBLE
PRFMWHY9,WAS THERE ANOTHER MAJOR REASON IN DECISION TO ATTEND PERF
SEX,4SEX OF PERSON NUMBER 4
AGE,1AGE OF PERSON #1
ETH3,3RD MENTIONED COUNTRY OF ORIGIN                     
HELPBLK,SHOULD GOVT AID BLACKS?
RACE,THWHPOINTS ASSIGNED TO WHITE
COSEI10INC,PERCENTAGE OF $45K+ EARNERS IN COOCC10 BASED ON ACS 2010
ARTMOSTOTH,MOST IMP FACTOR IN NOT ATTENDING ART EXHIBIT
PRAYER,XBIBLE PRAYER IN SCHOOLS -- VERSION Z
MARITAL,MARITAL STATUS
SNSMNEW,WHICH SOCIAL NETWORK DID YOU JOIN MOST RECENTLY
WRKINDP,IMPORTANCE OF INDEPENDENT WORK IN A JOB
AWAY4,IS 4TH PERSON STAYING SOMEWHERE ELSE NOW?
BORN,SPIN WHAT COUNTRY WERE YOU BORN
HEALTH,CONDITION OF HEALTH
JOBSALL,GOVTS RESP: PROVIDE JOBS FOR ALL
LOTR4,I HARDLY EVER EXPECT THINGS TO GO MY WAY
NATDRUG,DEALING WITH DRUG ADDICTION
PRESTG105PLUS,RS OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
RACECEN2,WHAT IS RS RACE 2ND MENTION
AWAY1,3IS 13TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
BRLAWFL,DO PRIVATE COMPANIES COMPLY WITH REGULATIONS
PRFMATT5,ATTENDED WITH OTHER
MEOVRWRK,MEN HURT FAMILY WHEN FOCUS ON WORK TOO MUCH
HOPE5,I CAN THINK OF MANY WAYS TO REACH MY CURRENT GOALS
LINKEDIN,USE LINKEDIN
MASEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN MAOCC10 BASED ON ACS 2010
ARTATT,4ATTENDED WITH RELATIVE
HLPOTHS,IMPORTANCE OF HELPING OTHERS IN A JOB
RELSP1,0RELATIONSHIP OF PERSON 10 TO SPOUSE OF HOUSEHO
LOTR2,IF SOMETHING CAN GO WRONG FOR ME IT WILL
SEX,SEXSEX OF SEX PARTNERS IN LAST YEAR
SPHLTH,KDSPENDING FOR HEALTH CARE
CLSSMTES,USE CLSSMTES
EQWLTH,YGOVT REDUCE INCOME DIFFERENCES-VERSION Y
HHRACE,RACE OF HOUSEHOLD
RELATE1,4RELATION OF 14TH PERSON (VISITOR) TO HEAD
RELATE5,RELATIONSHIP OF 5TH PERSON TO HOUSEHOLD HEAD
NATCITYY,ASSISTANCE TO BIG CITIES -- VERSION Y
TRUST,5PEOPLE CAN OR CANNOT BE TRUSTED
GENDER11,GENDER OF 11TH PERSON (VISITOR)
GOD,HELPASK FOR GODS HELP IN DAILY ACTIVITIES
CONTV,CONFIDENCE IN TELEVISION
PAIDHOW,HOW ARE YOU PAID
HELPPOOR,SHOULD GOVT IMPROVE STANDARD OF LIVING?
GIVINFUSA,SHOULD GOVT COLLECT CITIZEN INFO WITHOUT KNOWLEDGE
SPSEI10,R'S SPOUSE'S SOCIOECONOMIC INDEX (2010)
HOPE6,I AM MEETING MY CURRENT GOALS
COLATH,ALLOW ANTI-RELIGIONIST TO TEACH
NATPARK,ZIMPROVING PARKS AND RECREATION -- VER Z
HIVTEST,HAVE YOU EVER BEEN TESTED FOR HIV
RELSP12,RELATIONSHIP OF PERSON 12 TO SPOUSE OF HOUSEHO
SPUNEMP,GOVT SPENDING ON UNEMPLOYMENT BENEFITS
NATHEALY,HEALTH -- VERSION Y
PARBORN,WERE RS PARENTS BORN IN THIS COUNTRY
STRESS,WKSTRESS AT WORK IN PAST 2 WKS
SEX,1SEX OF PERSON NUMBER 1
SPKRAC,ALLOW RACIST TO SPEAK
WHERE1,3WHERE IS 13TH PERSON (VISITOR) STAYING?
WORKBLKS,HARD WORKING - LAZY
EARTHSUN,SCI KNOWLEDGE: THE EARTH GOES AROUND THE SUN
CAPPUN,FAVOR OR OPPOSE DEATH PENALTY FOR MURDER
DISCAFFW,HITES HURT BY AFF. ACTION
GOD,MEANSLIFE MEANINGFUL BECAUSE GOD EXISTS
ID,U30R INJECT DRUGS IN PAST 30 DAYS
PRICECON,GOVTS RESP: KEEP PRICES UNDER CONTROL
ODDS1,TEST OF KNOWLEDGE ABOUT PROBABLITY1
CODIPGED,"PARTNER DIPLOMA, GED, OR OTHER"
GRANBORN,HOW MANY GRANDPARENTS BORN OUTSIDE U.S.
RELHHD3,RELATION OF 3RD PERSON TO HOUSEHOLD HEAD
PRFMTHE,WAS IT A THEATER PERFORMANCE
WLTHBLKS,RICH - POOR
FEPOL,WOMEN NOT SUITED FOR POLITICS
PHONE,DOES R HAVE TELEPHONE
MAR1,2MARITAL STATUS OF 12TH PERSON (VISITOR)
BORED,OMHOW OFTEN IS R BORED AT WORK
FORM,LDYSTHE NUMBER OF DAYS IN FORMAL TRAINING         
GOD,CHNGEDESCRIBE YOUR BELIEFS ABOUT GOD
PAOCC10,FATHERS CENSUS OCCUPATION CODE (2010)
POLINT,YOUR INTEREST IN POLITICS
COPRES10,PARTNERS OCCUPATIONAL PRESTIGE SCORE (2010)
INTSEX,SEX OF INTERVIEWER
SPGRADTOUNDER,RATIO OF GRADUATE STUDENTS TO UNDERGRADUATE STUDENTS IN COLLEGE SPOUSE ATTECOBARATERATE OF BA DEGREE EARNING AT COLLEGE PARTNER ATTENDED
CESD2,HOW MUCH TIME SLEEP WAS RESTLESS IN PAST WK
HUNT1,DOES R OR SPOUSE OR PARTNER HUNT
SPRTPRSN,R CONSIDER SELF A SPIRITUAL PERSON    
WIDOWED,EVER BEEN WIDOWED
WKSUPS,1DOES SUBORDINANT SUPERVISE ANYONE
USEWWW,R USE WWW OTHER THAN EMAIL
ARTWHY9,OTHER MAJOR REASON IN DECISION TO ATTEND
EVIDU,R EVER INJECT DRUGS
HELPOTH,TO HELP OTHERS
SPKLANG,WHOW WELL R SPEAKS THE LANGUAGE IN BETRLANG
AFFRMACT,FAVOR PREFERENCE IN HIRING BLACKS
MARHISP,CLOSE RELATIVE MARRY HISPANIC
HUNT,OTHRDOES OTHER HOUSEHOLD MEMBER HUNT
WANTADS,ANSWERED ADVERTISEMENTS FOR JOBS              
PAIDSEX,R HAD SEX FOR PAY LAST YEAR
RELHHD4,RELATION OF 4TH PERSON TO HOUSEHOLD HEAD
NATRACE,YASSISTANCE TO BLACKS -- VERSION Y
OTHLANG2,WHAT OTHER LANGUAGES DOES R SPEAK
RELIG,2RELIGIOUS PREFERENCE OF PERSON #2
CONTV,NHAVE VIETNAMESE POSITIVE CONTRIBUTION TO COUNTRY
RACOPEN,VOTE ON OPEN HOUSING LAW
PRESTG10,RS OCCUPATIONAL PRESTIGE SCORE (2010)
PRFMMOSTOTH,MOST IMP FACTOR IN NOT ATTENDING PERFORMANCE
SECTOR,TYPE OF COLLEGE RESPONDENT ATTENDED
POLEFF16,PEOPLE ELECTED TO CONGRESS TRY TO KEEP PROMISES         
FORM,LHRSTHE NUMBER OF HRS IN FORMAL TRAINING          
INTSTART,YEAR STARTING TO USE INTERNET/APPS
FEAR,FULFELT FEARFUL ABOUT SOMETHING  
RIFLE,RIFLE IN HOME
GOD,WATCHBELIEVE IN GOD WHO WATCH OVER ME              
RACE,RACE OF RESPONDENT
RADIOACT,SCI KNOWLEDGE: ALL  RADIOACTIVITY IS MAN-MADE
COWRKERS,QUALITY OF RELS AMONG WORKERS: RS FIRM
ABSINGLE,NOT MARRIED
OTHER,1PERSON #1 IS OTHER TYPE OF ACQUAINTANCE
SUINUM,PEOPLE R KNOWS SUICIDE OVER LIFETIME
SATFIN,SATISFACTION WITH FINANCIAL SITUATION
WHYJBEND,MAIN REASON YOUR JOB END
NATSOC,ZPROTECTING SOCIAL SECURITY -- VERSION Z
AWAY13,IS 13TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
WOTRIAL,SHOULD AUTHORITIES HAVE RIGHT TO DETAIN THE SUSPECTED  
YEAR,BIZYEAR BUSINESS STARTED
SCISTUDY,R HAS CLEAR UNDERSTANDING OF SCIENTIFIC STUDY
RACE,DBTFCERTAINTY OF OBSERVED RACE
WKSUBS,DOES SUPERVISOR HAVE SUPERVISOR
SUINEG1,DID CLOSEST SUICIDE NEGATIVELY IMPACT YOU
OLD6,AGE OF 6TH PERSON
NUMEMPS,5HOW MANY PEOPLE R EMPLOYS 5 YRS AFTER
CUTGOVT,CUTS IN GOVT SPENDING
LIBCOM,ALLOW COMMUNISTS BOOK IN LIBRARY
INTETHN,RACE OF INTERVIEWER
NANOBEN,BALANCE WILL BE STRONGLY IN FAVOR OF THE BENEFITS OR SLIGHTLY
WKSUP,S1DOES SUBORDINANT SUPERVISE ANYONE
OLD4,AGE OF 4TH PERSON
RELHHD11,RELATION OF 11TH PERSON (VISITOR) TO HEAD
RACE,SEEOBSERVED RACE
CODEN,PARTNERS DENOMINATION
OBEY,SOBEYS PARENTS WELL
INTMIL,INTERESTED IN MILITARY POLICY
GETAHEAD,OPINION OF HOW PEOPLE GET AHEAD
POLEFF17,MOST GOVERNMENT ADMINISTRATORS CAN BE TRUSTED           
MAISCO08,"R'S SPOUSE'S OCCUPATION, 2010 CENSUS & 2008 ISCO CODE"
SEXEDUC,SEX EDUCATION IN PUBLIC SCHOOLS
DISCAFFM,A MAN WON'T GET A JOB OR PROMOTION  
EMONITOR,CIVIL LIBERTIES - MONITOR EMAILS
TAPPHONE,SHOULD AUTHORITIES HAVE RIGHT TO TAP PHONE CONVERSATION
TRUST,SCIWE TRUST TOO MUCH IN SCIENCE   
NATROAD,ZIMPROVING HIGHWAYS AND BRIDGES -- VER Z
FUND,HOW FUNDAMENTALIST IS R CURRENTLY
PARSOL,RS LIVING STANDARD COMPARED TO PARENTS
EDUC,3EDUCATION LEVEL OF PERSON #3
NEWS,HOW OFTEN DOES R READ NEWSPAPER
ARTLOC,DID NOT WANT TO GO TO THAT LOCATION
RELHH1,1RELATIONSHIP OF PERSON 11 TO HEAD OF HOUSEHOLD
OTHLANG1,WHAT OTHER LANGUAGES DOES R SPEAK
RELHH6,RELATIONSHIP OF PERSON 6 TO HEAD OF HOUSEHOLD
SCINEWS3,WHERE ONLINE GET INFO
RACWORK,RACIAL MAKEUP OF WORKPLACE
RELATE10,RELATIONSHIP OF 10TH PERSON TO HOUSEHOLD HEAD
NATCHLD,ASSISTANCE FOR CHILDCARE
SCIENTGO,SCIENTISTS WORK FOR GOOD OF HUMANITY
PRIDEORG,I AM PROUD WORKING FOR MY FIRM
SPRETIRE,GOVT SPENDING ON RETIREMENT BENEFITS
WWWMIN,WWW MINUTES PER WEEK
YEAR,GSS YEAR FOR THIS RESPONDENT                       
ARTFREE,WAS EXHIBIT ATTENDED FREE
DAILYWRK,HOW RS DAILY WORK IS ORGANIZED
PRAY,ERBIBLE PRAYER IN PUBLIC SCHOOLS
BABIES,HOUSEHOLD MEMBERS LESS THAN 6 YRS OLD
NEWS,PRNTHOW OFTEN DOES R READ TRADITIONAL NEWSPAPER
SEX,EDUCSEX EDUCATION IN PUBLIC SCHOOLS
HOPE3,THERE ARE MANY WAYS AROUND PROBLEMS I FACE
EDUC,EMPIMPORTANCE OF EDUC & QUALIF. TO PAY
WHOELSE6,PRESENCE OF OTHERS: NO ONE
WORECSUP,DO YOU WORRY ABOUT LOSING ECONOMIC SUPPORT
NATDRUG,YDRUG REHABILITATION -- VERSION Y
WORKNOW,ARE YOU CURRENTLY WORKING FOR PAY             
PRFMATT3,ATTENDED WITH FRIEND
STRESS,ESHOW LIKELY X S SITUATION CAUSED BY STRESS
SPANENG,INTERVIEWS CONDUCTED IN SPANISH OR ENGLISH
SCIBNFTS,BENEFITS OF SCI RESEARCH OUTWEIGH HARMFUL RESULTS
DECIDWRK,HOW ARE YOUR WORKING HOURS DECIDED
RACETHHI,POINTS ASSIGNED TO HISPANIC/LATINO
SPFUND,16HOW FUNDAMENTALIST WAS SPOUSE AT 16
FUND,16HOW FUNDAMENTALIST WAS R AT AGE 16
WRKSTAT,LABOR FORCE STATUS
NEWS,GRPSHOW FAMILIAR R IS WITH TERM NEWSGROUPS
WKSUP1,DOES R OR SPOUSE OR PARTNER SUPERVISE ANYONE
EVPAIDSX,EVER HAVE SEX PAID FOR OR BEING PAID SINCE 18
EVJOB,HAVE YOU EVER HAD A PAID JOB FOR 1 YEAR OR+
LIBRAC,ALLOW RACISTS BOOK IN LIBRARY
POSSLQY,RELATIONSHIP STATUS AND COHABITATION OR NOT
RELATE13,RELATION OF 13TH PERSON (VISITOR) TO HEAD
RELHH14,RELATIONSHIP OF PERSON 14 TO HEAD OF HOUSEHOLD
STOPRNDM,SHOULD AUTHORITIES HAVE RIGHT TO SEARCH PPL IN THE STREET
