Var_Name,Var_Text
GOODLIFE,STANDARD OF LIVING OF R WILL IMPROVE
REBORN,HAS R EVER HAD A 'BORN AGAIN' EXPERIENCE
PARCIT,WERE YOUR PARENTS CITIZENS OF AMERICA?   
COLSCI,NMNUMBER OF COLLEGE-LEVEL SCI COURSES R HAVE TAKEN
NATROAD,HIGHWAYS AND BRIDGES
RACE,2RACE OF PERSON NUMBER 2
OTHER,2PERSON #2 IS OTHER TYPE OF ACQUAINTANCE
NATAIDY,ASSISTANCE TO OTHER COUNTRIES -- VER Y
GOD,HELPASK FOR GODS HELP IN DAILY ACTIVITIES
HOTCORE,SCI KNOWLEDGE: THE CENTER OF EARTH IS VERY HOT
INDUS10,RS INDUSTRY CODE (NAICS 2007)
RELATE1,RELATIONSHIP OF 1ST PERSON TO HOUSEHOLD HEAD
MAPRES105PLUS,MOTHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
GOD,MEANSLIFE MEANINGFUL BECAUSE GOD EXISTS
RELHHD13,RELATION OF 13TH PERSON (VISITOR) TO HEAD
HELPFUL,PEOPLE HELPFUL OR LOOKING OUT FOR SELVES
SOCOMMUN,SPEND EVENING WITH NEIGHBOR
MASEI10,R'S MOTHER'S SOCIOECONOMIC INDEX (2010)
FORM,LHRSTHE NUMBER OF HRS IN FORMAL TRAINING          
NATAID,FOREIGN AID
BETRLANG,WHICH LANGUAGE R SPEAKS MORE FLUENT
SPSECTOR,TYPE OF COLLEGE SPOUSE ATTENDED
DEGREE,RS HIGHEST DEGREE
BALLOT,BALLOT USED FOR INTERVIEW
RACECEN1,WHAT IS RS RACE 1ST MENTION
SEX,FREQFREQUENCY OF SEX DURING LAST YEAR
TAX,PAIDDO AUTHORITIES ENSURE TAXES ARE PAID
ZODIAC,RESPONDENTS ASTROLOGICAL SIGN
SPISCO88,"R'S SPOUSE'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
SPKRAC,ALLOW RACIST TO SPEAK
NATARMS,YNATIONAL DEFENSE -- VERSION Y
WHOELSE1,PRESENCE OF OTHERS: CHILDREN UNDER SIX
PHYEFFRT,RATE PHYSICAL EFFORT
NATENVIR,IMPROVING & PROTECTING ENVIRONMENT
MOBILE16,GEOGRAPHIC MOBILITY SINCE AGE 16
PARTFULL,WAS R'S WORK PART-TIME OR FULL-TIME?
FEAR,HOMEDOES R FEEL SAFE AND SECURE AT HOME
HEALTH1,2R USE WEB FOR HEALTH INFORMATION IN PAST 12 MON
RELATE1,2RELATION OF 12TH PERSON (VISITOR) TO HEAD
UNEMP,EVER UNEMPLOYED IN LAST TEN YRS
ESOP,R IS MEMBER OF ESOP
SHORTCOM,WORLD BETTER IF AMERICA ACKNOWLEDGED SHORTCOMINGS
INCOME,98TOTAL FAMILY INCOME
LEARNNEW,JOB REQUIRES R TO LEARN NEW THINGS
NATPARK,PARKS AND RECREATION
FAMWKOFF,HOW HARD TO TAKE TIME OFF
POLINTER,EXPRESSED POLITICAL VIEWS ON INTERNET PAST YEAR
POPULAR,TO BE WELL LIKED OR POPULAR
SOLOK,HOW IMPORTANT: CITIZENS HAVE ADEQUATE STANDARD OF LIVING
SPKLANG,HOW WELL DOES R SPEAK OTHER LANGUAGE
HHTYPE,1HOUSEHOLD TYPE (CONDENSED)
SEXFREQ,"2NUMBER OF TIMES, SEX LAST MONTH"
INTSCI,INTERESTED IN NEW SCIENTIFIC DISCOVERIES
NATARMSY,NATIONAL DEFENSE -- VERSION Y
AGE,"CMEUSIF BORN OUTSIDE USA, WHAT AGE WERE YOU WHEN YOU PERMANENTLY MOVED TO USA"
PRES08,VOTE OBAMA OR MCCAIN
ABRAPE,PREGNANT AS RESULT OF RAPE
RES2012,WAS R LIVING IN USA DURING APRIL-JUNE 2012
COLDEG1,THE HIGHEST DEGREE R HAVE EARNED
WHOELSE4,PRESENCE OF OTHERS: OTHER RELATIVES
FAMDIF16,REASON NOT LIVING WITH PARENTS
AMCITIZN,AGREE I WOULD RATHER BE A CITIZEN OF AMERICA     
CONJUDGE,CONFID. IN UNITED STATES SUPREME COURT
RELITEN,ASTRENGTH OF AFFILIATION
INTETHN,RACE OF INTERVIEWER
CLASS,ICLLIKE OR DISLIKE CLASSICAL MUSIC  
PROUDSSS,HOW PROUD ITS SOCIAL SECURITY SYSTEM             
RACOPEN,VOTE ON OPEN HOUSING LAW
RACE,3RACE OF PERSON NUMBER 3
RELHHD1,0RELATION OF 1OTH PERSON TO HOUSEHOLD HEAD
EVCRACK,R EVER USE CRACK COCAINE
ID,OLSCATHOLICS ARE IDOLS
ODDS2,TEST OF KNOWLEDGE ABOUT PROBABLITY2
FORM,LFINHAVE YOU FINISHED ALL THE COURSES              
ID,ECIDEMY JOB ALLOWS ME MAKE PART DECISIONS
OLD14,AGE OF 14TH PERSON (VISITOR)
BIBLE,YFEELINGS ABOUT THE BIBLE -- VERSION Z
FAIR,ASNSASIANS COMMITTED TO FAIR AND EQUAL TREATMENT O
JOBPROMO,CHANCES FOR ADVANCEMENT
JOINDEM,TOOK PART IN A DEMONSTRATION  
SPANSELF,"IF THIS INTERVIEW HAD ONLY BEEN AVAILABLE IN ENGLISH, WOULD YOU–"
GENDER9,GENDER OF 9TH PERSON
SUICIDE1,SUICIDE IF INCURABLE DISEASE
LAIDOFF,R WAS LAID OFF MAIN JOB LAST YEAR
HELPSICK,SHOULD GOVT HELP PAY FOR MEDICAL CARE?
SPSEI10INC,PERCENTAGE OF $45K+ EARNERS IN SPOCC10 BASED ON ACS 2010
SPSEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN SPOCC10 BASED ON ACS 2010
GOVDOOK,WE CAN TRUST PEOPLE IN GOVT
HURTATWK,NUMBER OF INJURIES ON THE JOB PAST 12 MONTHS
RELHHD1,4RELATION OF 14TH PERSON (VISITOR) TO HEAD
MANVSEMP,RELATIONS BW MANAGEMENT AND EMPLOYEES
CONEDUC,CONFIDENCE IN EDUCATION
DIVLAW,YDIVORCE LAWS-VERSION Y
OBEY,SYOBEYS PARENTS WELL-VERSION Y
RELATE9,RELATIONSHIP OF 9TH PERSON TO HOUSEHOLD HEAD
POLACTVE,POL PARTY ENCOURAGE PPL TO BE ACTIVE IN POLITICS IN AM
BEFAIR,HOW OFTEN DO YOU THINK PEOPLE TAKE ADVANTAGE  
SPWRKSLF,SPOUSE SELF-EMP. OR WORKS FOR SOMEBODY
SEX,5SEX OF PERSON NUMBER 5
OPPSEGOV,HOW IMPORTANT: CITIZEN ENGAGE IN ACTS OF CIVIL DISOBEYED
PARTYID,1PARTY ID OF PERSON #1
WKSUBS,1DOES SUPERVISOR HAVE SUPERVISOR
USWARY,EXPECT U.S. IN WORLD WAR IN 10 YEARS
WWWHR,HHOURS PER WEEK USE COMPUTER WWW
USESKILL,HOW MUCH PAST SKILLS CAN YOU MAKE USE IN PRESENT
HELPPOOR,SHOULD GOVT IMPROVE STANDARD OF LIVING?
USETECH,PERCENTAGE OF TIME USE TECH
IFWRONG,AGREE PEOPLE SHOULD SUPPORT THEIR COUNTRY  
SIZE,SIZE OF PLACE IN 1000S
NATSPACY,SPACE EXPLORATION -- VERSION Y
PRAY,ERXBIBLE PRAYER IN SCHOOLS -- VERSION Z
IMMEDUC,LEGAL IMMIGRANTS SHOULD HAVE SAME EDUCATION AS AMERICANS
RES16,TYPE OF PLACE LIVED IN WHEN 16 YRS OLD
STRESS,HOW OFTEN DOES R FIND WORK STRESSFUL
IMMASSIM,WHAT STATEMENT ABOUT IMMIGRANTS MATCHES VIEW
WORKFOR1,R WORK FOR WHOM
XMARSEX,1IS EXTRAMARITAL SEX WRONG?
SEI10,INCPERCENTAGE OF $45K+ EARNERS IN OCC10 BASED ON ACS 2010
INTYRS,YEARS OF SERVICE AS AN INTERVIEWER AT NORC
SUPHELP,SUPERVISOR HELPFUL TO R IN GETTING JOB DONE
BORN,HOMEWHAT KIND OF HOUSE RS FAMILY LIVED AT BIRTH
DENOM,SCHDENOMINATION OF SCHOOL CHILDREN ATTENDED
OTHLANG,CAN R SPEAK LANGUAGE OTHER THAN ENGLISH/SPANISH
INTINTL,INTERESTED IN INTERNATIONAL ISSUES
RELHHD14,RELATION OF 14TH PERSON (VISITOR) TO HEAD
FAMVSWK,1HOW OFTEN DIFFICULT TO CONC AT WORK BECAUSE FAMILY RESP
SPBARATE,RATE OF BA DEGREE EARNING IN COLLEGE SPOUSE ATTENDED
XMOVIE,1SEEN PORN FILM (THEATER OR VCR) LAST YR
IMMAMECO,IMMIGRANTS GOOD FOR AMERICA  
BIBLE,FEELINGS ABOUT THE BIBLE
TRYNEWJB,HOW LIKELY R MAKE EFFORT FOR NEW JOB NEXT YEAR
NUMEMPS,NUMBER OF EMPLOYEE FOR THE SELF-EMPLOYED
EDUC,1EDUCATION LEVEL OF PERSON #1
RELHH1,0RELATIONSHIP OF PERSON 10 TO HEAD OF HOUSEHOLD
CSHUTYP10,"DURING APRIL-JUNE 2010, WAS R RESIDENT IN HOUSEHOLD OR INSTITUTION"
WORKFAST,JOB REQUIRES R TO WORK FAST
FUND,HOW FUNDAMENTALIST IS R CURRENTLY
TAX,CHEATWRONG TO CHEAT ON TAXES?
IMMIDEAS,IMMIGRANTS MAKE AMERICA MORE OPEN  
POLEFF19,R HAVE A GOOD UNDERSTANDING OF POL ISSUES  
ELECTRON,SCI KNOWLEDGE: ELECTRONS ARE SMALLER THAN ATOMS
RELATE10,RELATIONSHIP OF 10TH PERSON TO HOUSEHOLD HEAD
NATCHLD,ASSISTANCE FOR CHILDCARE
JOBHOUR,SHORT WORKING HOURS
RELATSEX,RELATION TO LAST SEX PARTNER
WORDA,WORD A
AVOIDBUY,BOYCOTTED PRODUCTS FOR POL REASONS  
AGED,SHOULD AGED LIVE WITH THEIR CHILDREN
JOBSEC,OKTHE JOB SECURITY IS GOOD
PEOCNTCT,HOW MANY PEOPLE IN CONTACT IN A TYPICAL WEEKDAY
TRUST,SCIWE TRUST TOO MUCH IN SCIENCE   
PREMARSX,SEX BEFORE MARRIAGE
TRUSTMAN,R TRUST MANAGEMENT AT WORK
YEAR,VALTOTAL DOLLAR VALUE OF PAYMENTS IN THAT YEAR
WRKTIME,R HAS ENOUGH TIME TO GET THE JOB DONE
RELHHD4,RELATION OF 4TH PERSON TO HOUSEHOLD HEAD
SAMPCODE,SAMPLING ERROR CODE
THNKSELF,TO THINK FOR ONES SELF
USEMEDIA,CONTACTED IN THE MEDIA TO EXPRESS VIEW  
PARTYID,3PARTY ID OF PERSON #3
LIBCOM,ALLOW COMMUNISTS BOOK IN LIBRARY
WWWHR,WHOURS PER WEEK USING WORK COMPUTER WWW
AGE,AGE OF RESPONDENT
KIDSSOL,RS KIDS LIVING STANDARD COMPARED TO R
COMPREND,RS UNDERSTANDING OF QUESTIONS
WWWHR,WWW HOURS PER WEEK
FAIR,HWRKDIVISION OF WORK UNFAIR TO YOU OR SPOUSE         
NATARMS,ZSTRENGTHENING NATIONAL DEFENSE -- VER Z
INCOME,82TOTAL FAMILY INCOME
GENDER11,GENDER OF 11TH PERSON (VISITOR)
NATFARE,ZCARING FOR THE POOR -- VERSION Z
SPPRES10,SPOUSE OCCUPATIONAL PRESTIGE SCORE (2010)
GOD,RS CONFIDENCE IN THE EXISTENCE OF GOD
VOTE08,DID R VOTE IN 2008 ELECTION
SPREL,SPOUSES RELIGIOUS PREFERENCE
TAX,RS FEDERAL INCOME TAX
RELATE12,RELATION OF 12TH PERSON (VISITOR) TO HEAD
RELIG,CONRELIGIONS BRING MORE CONFLICT   
NATAID,YASSISTANCE TO OTHER COUNTRIES -- VER Y
SECTOR,TYPE OF COLLEGE RESPONDENT ATTENDED
DENOM16,DENOMINATION IN WHICH R WAS RAISED
COMPPERF,SIZE OF PERF BASED PAY DEPEND ON PROFITS
NATEDUC,ZIMPROVING THE EDUCATION SYSTEM -- VER Z
LEFTRGHT,HOW LEFT OR RIGHT IN POLITICS
RELHHD1,RELATION OF 1ST PERSON TO HOUSEHOLD HEAD
MASEI10,INCPERCENTAGE OF $45K+ EARNERS IN MAOCC10 BASED ON ACS 2010
AWAY8,IS 8TH PERSON STAYING SOMEWHERE ELSE NOW?
ABPOOR,LOW INCOME--CANT AFFORD MORE CHILDREN
WWWMIN,WWW MINUTES PER WEEK
RELHH1,3RELATIONSHIP OF PERSON 13 TO HEAD OF HOUSEHOLD
SECONDWK,R HAS JOB OTHER THAN MAIN
FAIR,JEWSJEWS COMMITTED TO FAIR AND EQUAL TREATMENT OF A
MAJOR1,COLLEGE MAJOR 1
DISCAFFW,A WOMAN WON'T GET A JOB OR PROMOTION             
RADIOACT,SCI KNOWLEDGE: ALL  RADIOACTIVITY IS MAN-MADE
COLCOM,SHOULD COMMUNIST TEACHER BE FIRED
DIPGED,"DIPLOMA, GED, OR OTHER"
MAIND10,MOTHERS INDUSTRY CODE (NAICS 2007)
SAFEFRST,NO SHORTCUTS ON WORKER SAFETY
WKPRAISE,R IS LIKELY TO BE PRAISED BY SUPERVISOR
LIBATH,ALLOW ANTI-RELIGIOUS BOOK IN LIBRARY
PARTNRS5,HOW MANY SEX PARTNERS R HAD IN LAST 5 YEARS
SPANENG,INTERVIEWS CONDUCTED IN SPANISH OR ENGLISH
RELSP3,RELATIONSHIP OF PERSON 3 TO SPOUSE OF HOUSEHOL
PASEI10,R'S FATHER'S SOCIOECONOMIC INDEX (2010)
SAFEHLTH,SAFETY AND HEALTH CONDITION GOOD AT WORK
CANTRUST,PEOPLE CAN BE TRUSTED OR CANT BE TOO CAREFUL  
LIBHOMO,ALLOW HOMOSEXUALS BOOK IN LIBRARY
INCOME,06TOTAL FAMILY INCOME
MASEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN MAOCC10 BASED ON ACS 2010
WORDJ,WORD J
WRLDGOVT,INTERNATIONAL BODIES SHOULD ENFORCE ENVIRONMENT  
OTHER,SEXR HAD SEX WITH SOME OTHER LAST YEAR
MINCULT,ETHNIC MINORITIES SHOULD BE GIVEN GOV ASSISTANCE         
NUMEMPS,5HOW MANY PEOPLE R EMPLOYS 5 YRS AFTER
NAFTA1,HOW MUCH HEARD OR READ ABOUT NAFTA?                      
POLEFF18,GOVT DO NOT CARE MUCH WHAT PPL LIKE R THINK  
PROUDSCI,HOW PROUD ITS SCIENTIFIC AND TECH ACHIEVEMENTS   
WHERE6,WHERE IS 6TH PERSON STAYING?
COOP,RS ATTITUDE TOWARD INTERVIEW
EDUC,HIGHEST YEAR OF SCHOOL COMPLETED
NATSPAC,YSPACE EXPLORATION -- VERSION Y
WKSUB,1DOES R OR SPOUSE OR PARTNER HAVE A SUPERVISOR
PRAY,FREQHOW OFTEN DOES R PRAY
AGED,PARSHOULD AGED LIVE WITH THEIR CHILDRENAGEDCHLDSHOULD GROWN CHILDREN LIVE WITH PARENTSWEEKSWRKWEEKS R. WORKED LAST YEAR
NATRACE,IMPROVING THE CONDITIONS OF BLACKS
PRAY,ERBIBLE PRAYER IN PUBLIC SCHOOLS
EMPTRAIN,RECEIVED FORMAL TRAINING FROM EMPLOYER
LIBMSLM,ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN'S BOOKS IN LIBRARY
RELHHD11,RELATION OF 11TH PERSON (VISITOR) TO HEAD
PADEG,FATHERS HIGHEST DEGREE
STRESS,WKSTRESS AT WORK IN PAST 2 WKS
ACCPTOTH,R ACCEPT OTHERS EVEN WHEN THEY DO THINGS WRONG
OLD9,AGE OF 9TH PERSON
WRKSLF,R SELF-EMP OR WORKS FOR SOMEBODY
LETIN1,ANUMBER OF IMMIGRANTS NOWADAYS SHOULD BE
EDUC,2EDUCATION LEVEL OF PERSON #2
AMENGLSH,HOW IMPORTANT TO BE ABLE TO SPEAK ENGLISH        
AWAY13,IS 13TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
HUNT,OTHRDOES OTHER HOUSEHOLD MEMBER HUNT
AGEKDBRN,R'S AGE WHEN 1ST CHILD BORN
WHERE7,WHERE IS 7TH PERSON STAYING?
WHERE5,WHERE IS 5TH PERSON STAYING?
GENDER3,GENDER OF 3RD PERSON
PRAYER,YBIBLE PRAYER IN SCHOOLS-VERSION Y
HHTYPE,HOUSEHOLD TYPE
JOBLOSE,IS R LIKELY TO LOSE JOB
PRODCTIV,WORK CONDITIONS ALLOW PRODUCTIVITY
NATEDUC,YEDUCATION -- VERSION Y
HLPEQUIP,ENOUGH HELP AND EQUIP TO GE THE JOB DONE
CORRUPTN,HOW WIDESPREAD CORRUPTION IS IN PUB SERVICE IN AMERICA
NATEDUC,IMPROVING NATIONS EDUCATION SYSTEM
HEALTH,30R USE HEALTH SITE IN PAST 30 DAYS
IMMJOBS,IMMIGRANTS TAKE JOBS AWAY  
INTRACE1,INTERVIEWER S RACE1
AMSPORTS,AGREE SPORTS MAKES ME PROUD TO BE AN AMERICAN    
POSSLQY,RELATIONSHIP STATUS AND COHABITATION OR NOT
TAX,ES12PAST 12 MONTHS R WEB TO LEARN TAXES
CONARMY,CONFIDENCE IN MILITARY
OLD11,AGE OF 11TH PERSON (VISITOR)
SPDEN,"SPECIFIC DENOMINATION, SPOUSE"
SPKCOM,ALLOW COMMUNIST TO SPEAK
OTHLANG,2WHAT OTHER LANGUAGES DOES R SPEAK
TEENS,EXSEX BEFORE MARRIAGE -- TEENS 14-16
SAVESOUL,TRIED TO CONVINCE OTHERS TO ACCEPT JESUS
CONTV,NHAVE VIETNAMESE POSITIVE CONTRIBUTION TO COUNTRY
POLGREED,MOST POLITICIANS ARE ONLY FOR WHAT GET OUT OF POLITICS
SEX,2SEX OF PERSON NUMBER 2
FINALTER,CHANGE IN FINANCIAL SITUATION
FAMGEN,NUMBER OF FAMILY GENERATIONS IN HOUSEHOLD
IMMCRIME,IMMIGRANTS INCREASE CRIME RATES  
OLD6,AGE OF 6TH PERSON
RELATE11,RELATION OF 11TH PERSON (VISITOR) TO HEAD
RACE,5RACE OF PERSON NUMBER 5
ETH3,3RD MENTIONED COUNTRY OF ORIGIN                     
WKSUP,S1DOES SUBORDINANT SUPERVISE ANYONE
RELHHD6,RELATION OF 6TH PERSON TO HOUSEHOLD HEAD
HEFINFO,NUMBER OF HEF INFORMANT
POSSLQ,YRELATIONSHIP STATUS AND COHABITATION OR NOT
BORN,WAS R BORN IN THIS COUNTRY
ASTROSCI,ASTROLOGY IS SCIENTIFIC
GIVSEAT,R OFFERED SEAT TO A STRANGER DURING PAST 12 MONTHS
MAISCO88,"R'S MOTHER'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
SEX,HARR EXPERIENCED SEXUAL HARASSMENT
HVYLIFT,R DO REPEATED LIFTING
ABPOOR,1LAW SHOULD ALLOW ABORTION IF FAMILY LOW INCOME
NATDRUG,ZREDUCING DRUG ADDICTION -- VERSION Z
CONTV,CONFIDENCE IN TELEVISION
SCIFROM,YWHERE GET SCIENCE AND TECHNOLOGY INFO
MARITAL,MARITAL STATUS
POLINT1,HOW INTERESTED IN POLITICS  
LETIN1A,NUMBER OF IMMIGRANTS NOWADAYS SHOULD BE
GENDER6,GENDER OF 6TH PERSON
AIDSCNDM,CONDOM CAN REDUCE AIDS
HELPHWRK,HELPED SOMEONE WITH HWORK DURING PAST 12 MONTHS
HIVKISS,KISS CAN SPREAD HIV
AWAY4,IS 4TH PERSON STAYING SOMEWHERE ELSE NOW?
GRPOTHER,R BELONGS TO ANOTHER VOLUNTARY ASSOCIATION  
INTSEX,SEX OF INTERVIEWER
GENDER2,GENDER OF 2ND PERSON
BELIKEUS,AGREE BETTER IF PEOPLE WERE MORE LIKE AMERICANS  
RELHH8,RELATIONSHIP OF PERSON 8 TO HEAD OF HOUSEHOLD
FAIR,BLKSBLACKS COMMITTED TO FAIR AND EQUAL TREATMENT OF
INTMED,INTERESTED IN MEDICAL DISCOVERIES
TRUST,PEOTHERE ARE ONLY A FEW PPL R CAN TRUST COMPLETELY
AMFEEL,HOW IMPORTANT TO FEEL AMERICAN  
MAJOR2,COLLEGE MAJOR 2
MISSWORK,MISS WORK FOR HEALTH PAST 30 DAYS
COMPUSE,R USE COMPUTER
INTMIL,INTERESTED IN MILITARY POLICY
RELIG,INFUS WOULD BE BETTER IF LESS RELIGIOUS      
BARATE,RATE OF BA DEGREE EARNING IN COLLEGE RESPONDENT ATTENDED
RELSP10,RELATIONSHIP OF PERSON 10 TO SPOUSE OF HOUSEHO
WORDB,WORD B
HYPERTEN,TOLD HAVE HYPERTENSION OR HIGH BLOOD PRESSURE
EVWORK,EVER WORK AS LONG AS ONE YEAR
RELITEN,STRENGTH OF AFFILIATION
WHOELSE6,PRESENCE OF OTHERS: NO ONE
RELSP13,RELATIONSHIP OF PERSON 13 TO SPOUSE OF HOUSEHO
USEWWW,R USE WWW OTHER THAN EMAIL
PAPRES10,FATHER'S OCCUPATIONAL PRESTIGE SCORE (2010)
SCISTUDY,R HAS CLEAR UNDERSTANDING OF SCIENTIFIC STUDY
EDUC,30R USE EDUCATION SITE IN PAST 30 DAYS
SATJOB1,JOB SATISFACTION IN GENERAL
BIGBANG,SCI KNOWLEDGE: THE UNIVERSE BEGAN WITH A HUGE EXPLOSION
HUNT,FISHWENT HUNTING OR FISHING IN LST YR  
GIVBLOOD,R DONATED BLOOD DURING THE PAST 12 MONTHS
RELATE1,0RELATIONSHIP OF 10TH PERSON TO HOUSEHOLD HEAD
SIBS,NUMBER OF BROTHERS AND SISTERS
SPFUND,16HOW FUNDAMENTALIST WAS SPOUSE AT 16
GETAHEAD,OPINION OF HOW PEOPLE GET AHEAD
INTRACE2,INTERVIEWER S RACE2
DATEINTV,DATE OF INTERVIEW
OBEY,SZOBEYS PARENTS WELL-VERSION Z
OTHER,1PERSON #1 IS OTHER TYPE OF ACQUAINTANCE
SEEKSCI,YWHERE GET SCIENCE ISSUE NEWS
BUYVALUE,PERCENT OF COMPANY STOCK R BOUGHT FROM OWN MONEY
EARTHSUN,SCI KNOWLEDGE: THE EARTH GOES AROUND THE SUN
GENDER13,GENDER OF 13TH PERSON (VISITOR)
PASEI10INC,PERCENTAGE OF $45K+ EARNERS IN PAOCC10 BASED ON ACS 2010
GENDER1,2GENDER OF 12TH PERSON (VISITOR)
HELPUSA,HOW IMPORTANT TO HELP WORSE OFF PPL IN AMERICA  
RELHH2,RELATIONSHIP OF PERSON 2 TO HEAD OF HOUSEHOLD
JOBSECOK,THE JOB SECURITY IS GOOD
NEWS,PRNTHOW OFTEN DOES R READ TRADITIONAL NEWSPAPER
GOD,SPORTPRO-ATHLETES GIVING THANKS TO GOD     
GENDER1,4GENDER OF 14TH PERSON (VISITOR)
OLD1,4AGE OF 14TH PERSON (VISITOR)
POLMURDR,CITIZEN QUESTIONED AS MURDER SUSPECT
SEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN OCC10 BASED ON ACS 2010
PRESTG10,RS OCCUPATIONAL PRESTIGE SCORE (2010)
SPRTPRSN,R CONSIDER SELF A SPIRITUAL PERSON    
NTCITVTE,LONG-TERM RESIDENTS SHOULD VOTE
TAX,SHARESHOULD RICH PAY BIGGER SHARE OF TAXES?
WKSUBS,DOES SUPERVISOR HAVE SUPERVISOR
VETYEARS,YEARS IN ARMED FORCES
MAR10,MARITAL STATUS OF 10TH PERSON
OLD13,AGE OF 13TH PERSON (VISITOR)
RELPERSN,R CONSIDER SELF A RELIGIOUS PERSON    
ATTEND,HOW OFTEN R ATTENDS RELIGIOUS SERVICES
GRPRELIG,R BELONGS TO A CHURCH OR OTHR RELIGIOUS ORGANIZATION  
RELATE7,RELATIONSHIP OF 7TH PERSON TO HOUSEHOLD HEAD
RELHHD9,RELATION OF 9TH PERSON TO HOUSEHOLD HEAD
RES16,1WHERE SPEND CHILDHOOD UNTIL AGE 16?  
HEIGHT,R IS HOW TALL
AMGOVT,HOW IMPORTANT TO RESPECT AMERICA'S LAWS ETC  
GUNLAW,FAVOR OR OPPOSE GUN PERMITS
DECSORGS,AMERICA SHOULD FOLLOW DECISION OF INTL ORG 
MAOCC10,MOTHERS CENSUS OCCUPATION CODE (2010)
RGHTSMIN,HOW IMPORTANT: GOVT PROTECT RIGHT OF MINORITIES  
HOMOSEX,HOMOSEXUAL SEX RELATIONS
POLEFF20,MOST PPL ARE BETTER INFORMED ABOUT POLITICS THAN R IS
WKSUB,S1DOES SUPERVISOR HAVE SUPERVISOR
DIVLAW,DIVORCE LAWS
SPFUND,HOW FUNDAMENTALIST IS SPOUSE CURRENTLY
NATCRIMY,LAW ENFORCEMENT -- VERSION Y
AWAY1,IS 1ST PERSON STAYING SOMEWHERE ELSE NOW?
LIFE,IS LIFE EXCITING OR DULL
GRPPARTY,R BELONGS TO A POLITICAL PARTY  
ARTHRTIS,TOLD HAVE ARTHRITIS OR RHEUMATISM
AWAY1,4IS 14TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
PHASE,SUBSAMPLING: TWO-PHASE DESIGN.
SIGNDPET,SIGNED A PETITION  
GOD,LOVEFEEL GODS LOVE DIRECTLY OR THRU OTHERS        
RELIG,3RELIGIOUS PREFERENCE OF PERSON #3
SUPRVSJB,DOES R SUPERVISE OTHERS AT WORK
GRPSPRTS,"R BELONGS TO A SPORTS, LEISURE, OR CULTURAL GRP  "
RELSP12,RELATIONSHIP OF PERSON 12 TO SPOUSE OF HOUSEHO
KNOWWHAT,R KNOWS WHAT'S EXPECTED ON JOB
OBEY,LAWSHOW IMPORTANT ALWAYS TO OBEY LAWS  
PATRIOT1,PATRIOTIC FEELINGS STRENGTHEN AMERICA'S PLACE IN WORLD
EVOLVED,SCI KNOWLEDGE: HUMAN BEINGS DEVELOPED FROM ANIMALS
