Var_Name,Var_Text
INCOME,98TOTAL FAMILY INCOME
NATPARK,PARKS AND RECREATION
POPULAR,TO BE WELL LIKED OR POPULAR
ENGGOOD,ENGINEERS WORK FOR GOOD OF HUMANITY
SPKLANG,HOW WELL DOES R SPEAK OTHER LANGUAGE
HARJOB5,"IN LAST 5 YRS, R HAS EVER BEEN HARASSED ON JOB BC R WAS BELIEVED TO BE GAY/LES/BI"
HHTYPE,1HOUSEHOLD TYPE (CONDENSED)
SEXFREQ,"2NUMBER OF TIMES, SEX LAST MONTH"
INTSCI,INTERESTED IN NEW SCIENTIFIC DISCOVERIES
NATARMSY,NATIONAL DEFENSE -- VERSION Y
AGE,"CMEUSIF BORN OUTSIDE USA, WHAT AGE WERE YOU WHEN YOU PERMANENTLY MOVED TO USA"
PRES08,VOTE OBAMA OR MCCAIN
ABRAPE,PREGNANT AS RESULT OF RAPE
COLDEG1,THE HIGHEST DEGREE R HAVE EARNED
WHOELSE4,PRESENCE OF OTHERS: OTHER RELATIVES
FAMDIF16,REASON NOT LIVING WITH PARENTS
CONJUDGE,CONFID. IN UNITED STATES SUPREME COURT
RELITEN,ASTRENGTH OF AFFILIATION
INTETHN,RACE OF INTERVIEWER
CLASS,ICLLIKE OR DISLIKE CLASSICAL MUSIC  
RACOPEN,VOTE ON OPEN HOUSING LAW
WKBHVRS,EMPLOYEE DOING THESE THINGS AT WORK TO R
RACE,3RACE OF PERSON NUMBER 3
RELHHD1,0RELATION OF 1OTH PERSON TO HOUSEHOLD HEAD
EVCRACK,R EVER USE CRACK COCAINE
ID,OLSCATHOLICS ARE IDOLS
ODDS2,TEST OF KNOWLEDGE ABOUT PROBABLITY2
ID,ECIDEMY JOB ALLOWS ME MAKE PART DECISIONS
FORM,LFINHAVE YOU FINISHED ALL THE COURSES              
OLD14,AGE OF 14TH PERSON (VISITOR)
BIBLE,YFEELINGS ABOUT THE BIBLE -- VERSION Z
FAIR,ASNSASIANS COMMITTED TO FAIR AND EQUAL TREATMENT O
JOBPROMO,CHANCES FOR ADVANCEMENT
PHYSCSCI,HOW SCIENTIFIC: PHYSICS
PRESPOP,APPROVE OF PRES HANDLING JOB
GENDER9,GENDER OF 9TH PERSON
SPANSELF,"IF THIS INTERVIEW HAD ONLY BEEN AVAILABLE IN ENGLISH, WOULD YOU–"
SCIENTGO,SCIENTISTS WORK FOR GOOD OF HUMANITY
SUICIDE1,SUICIDE IF INCURABLE DISEASE
SCIENTBR,BEING A SCIENTIST BORING
HELPSICK,SHOULD GOVT HELP PAY FOR MEDICAL CARE?
SPSEI10INC,PERCENTAGE OF $45K+ EARNERS IN SPOCC10 BASED ON ACS 2010
SPSEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN SPOCC10 BASED ON ACS 2010
RELHHD1,4RELATION OF 14TH PERSON (VISITOR) TO HEAD
CONEDUC,CONFIDENCE IN EDUCATION
DIVLAW,YDIVORCE LAWS-VERSION Y
OBEY,SYOBEYS PARENTS WELL-VERSION Y
RELATE9,RELATIONSHIP OF 9TH PERSON TO HOUSEHOLD HEAD
SHOUT,PPL AT WORK SHOUT AT R IN HOSTILE MANNER
CMPRGMNG,HOW SCIENTIFIC IS COMPUTER PROGRAMMING
SPWRKSLF,SPOUSE SELF-EMP. OR WORKS FOR SOMEBODY
SEX,5SEX OF PERSON NUMBER 5
SHOP1,WHO IN HOUSEHOLD SHOPS FOR GROCERIES
PARTYID,1PARTY ID OF PERSON #1
KD1RELIG,RELIGION OF R'S CHILD 1
WKSUBS,1DOES SUPERVISOR HAVE SUPERVISOR
USWARY,EXPECT U.S. IN WORLD WAR IN 10 YEARS
WWWHR,HHOURS PER WEEK USE COMPUTER WWW
POLEFF17,MOST GOVERNMENT ADMINISTRATORS CAN BE TRUSTED           
HELPPOOR,SHOULD GOVT IMPROVE STANDARD OF LIVING?
SIZE,SIZE OF PLACE IN 1000S
NATSPACY,SPACE EXPLORATION -- VERSION Y
PRAY,ERXBIBLE PRAYER IN SCHOOLS -- VERSION Z
RES16,TYPE OF PLACE LIVED IN WHEN 16 YRS OLD
SYNMEM,"R BELONGS TO A SYNAGOGUE, TEMPLE, MINYAN, OR HIGH HOLIDAY CONGREGATION"
XMARSEX,1IS EXTRAMARITAL SEX WRONG?
SEI10,INCPERCENTAGE OF $45K+ EARNERS IN OCC10 BASED ON ACS 2010
INTYRS,YEARS OF SERVICE AS AN INTERVIEWER AT NORC
BORN,HOMEWHAT KIND OF HOUSE RS FAMILY LIVED AT BIRTH
DENOM,SCHDENOMINATION OF SCHOOL CHILDREN ATTENDED
OTHLANG,CAN R SPEAK LANGUAGE OTHER THAN ENGLISH/SPANISH
INTINTL,INTERESTED IN INTERNATIONAL ISSUES
WKKIDSCL,DID R WORK OUTSIDE HOME WITH CHILD UNDER SCHOOL AGE
RELHHD14,RELATION OF 14TH PERSON (VISITOR) TO HEAD
SPFALOOK,HOURS SPOUSE SPENDS LOOKING AFTER FAMILY MEMBERS
SPBARATE,RATE OF BA DEGREE EARNING IN COLLEGE SPOUSE ATTENDED
XMOVIE,1SEEN PORN FILM (THEATER OR VCR) LAST YR
BIBLE,FEELINGS ABOUT THE BIBLE
TRYNEWJB,HOW LIKELY R MAKE EFFORT FOR NEW JOB NEXT YEAR
NUMEMPS,NUMBER OF EMPLOYEE FOR THE SELF-EMPLOYED
INDTAG,INDUS10 CODING TAG
EDUC,1EDUCATION LEVEL OF PERSON #1
RELHH1,0RELATIONSHIP OF PERSON 10 TO HEAD OF HOUSEHOLD
CSHUTYP10,"DURING APRIL-JUNE 2010, WAS R RESIDENT IN HOUSEHOLD OR INSTITUTION"
HISTSCI,HOW SCIENTIFIC: HISTORY
FUND,HOW FUNDAMENTALIST IS R CURRENTLY
TAX,CHEATWRONG TO CHEAT ON TAXES?
RELATE10,RELATIONSHIP OF 10TH PERSON TO HOUSEHOLD HEAD
COOKING1,WHO IN HOUSEHOLD PREPARES THE MEALS
ELECTRON,SCI KNOWLEDGE: ELECTRONS ARE SMALLER THAN ATOMS
RELATSEX,RELATION TO LAST SEX PARTNER
NATCHLD,ASSISTANCE FOR CHILDCARE
JOBHOUR,SHORT WORKING HOURS
WORDA,WORD A
AGED,SHOULD AGED LIVE WITH THEIR CHILDREN
YEAR,VALTOTAL DOLLAR VALUE OF PAYMENTS IN THAT YEAR
ACTUPSET,PPL AT WORK THROW THINGS WHEN UPSET WITH R
JOBSEC,OKTHE JOB SECURITY IS GOOD
PREMARSX,SEX BEFORE MARRIAGE
TRUST,SCIWE TRUST TOO MUCH IN SCIENCE   
RELHHD4,RELATION OF 4TH PERSON TO HOUSEHOLD HEAD
SAMPCODE,SAMPLING ERROR CODE
THNKSELF,TO THINK FOR ONES SELF
VISZOO,HOW OFTEN R VISITED ZOO  LAST YEAR
PARTYID,3PARTY ID OF PERSON #3
LIBCOM,ALLOW COMMUNISTS BOOK IN LIBRARY
FAMBUDGT,HOW COUPLES MONITOR BUDGET
WWWHR,WHOURS PER WEEK USING WORK COMPUTER WWW
AGE,AGE OF RESPONDENT
KIDSSOL,RS KIDS LIVING STANDARD COMPARED TO R
LAUNDRY1,WHO IN HOUSEHOLD DOES LAUNDRY
TIREDHM1,HOW OFTEN TOO TIRED TO DO HOUSEWORK
KIDSUFFR,PRESCHOOLER WILL SUFFER IF MOM WORKS
COMPREND,RS UNDERSTANDING OF QUESTIONS
WWWHR,WWW HOURS PER WEEK
FAIR,HWRKDIVISION OF WORK UNFAIR TO YOU OR SPOUSE         
NATARMS,ZSTRENGTHENING NATIONAL DEFENSE -- VER Z
INCOME,82TOTAL FAMILY INCOME
BOSSEMPS,QUALITY OF MGMNT-EMPLOYEE RELS: RS FIRM
GENDER11,GENDER OF 11TH PERSON (VISITOR)
SPPRES10,SPOUSE OCCUPATIONAL PRESTIGE SCORE (2010)
GOD,RS CONFIDENCE IN THE EXISTENCE OF GOD
NATFARE,ZCARING FOR THE POOR -- VERSION Z
SPREL,SPOUSES RELIGIOUS PREFERENCE
VOTE08,DID R VOTE IN 2008 ELECTION
TAX,RS FEDERAL INCOME TAX
RELATE12,RELATION OF 12TH PERSON (VISITOR) TO HEAD
RELIG,CONRELIGIONS BRING MORE CONFLICT   
NATAID,YASSISTANCE TO OTHER COUNTRIES -- VER Y
SECTOR,TYPE OF COLLEGE RESPONDENT ATTENDED
DENOM16,DENOMINATION IN WHICH R WAS RAISED
NATEDUC,ZIMPROVING THE EDUCATION SYSTEM -- VER Z
RELHHD1,RELATION OF 1ST PERSON TO HOUSEHOLD HEAD
MASEI10,INCPERCENTAGE OF $45K+ EARNERS IN MAOCC10 BASED ON ACS 2010
AWAY8,IS 8TH PERSON STAYING SOMEWHERE ELSE NOW?
ABPOOR,LOW INCOME--CANT AFFORD MORE CHILDREN
VOLACTYR,SINCE LAST YR ANY VOLUNTEERING
RELHH1,3RELATIONSHIP OF PERSON 13 TO HEAD OF HOUSEHOLD
WWWMIN,WWW MINUTES PER WEEK
ENGSON,HAPPY IF SON ENGINEER
FAIR,JEWSJEWS COMMITTED TO FAIR AND EQUAL TREATMENT OF A
MAJOR1,COLLEGE MAJOR 1
POLEFY11,HOW MUCH SAY ABOUT WHAT GOVT DOES
DISCAFFW,A WOMAN WON'T GET A JOB OR PROMOTION             
RADIOACT,SCI KNOWLEDGE: ALL  RADIOACTIVITY IS MAN-MADE
COLCOM,SHOULD COMMUNIST TEACHER BE FIRED
DIPGED,"DIPLOMA, GED, OR OTHER"
MAIND10,MOTHERS INDUSTRY CODE (NAICS 2007)
LIBATH,ALLOW ANTI-RELIGIOUS BOOK IN LIBRARY
PARTNRS5,HOW MANY SEX PARTNERS R HAD IN LAST 5 YEARS
SPANENG,INTERVIEWS CONDUCTED IN SPANISH OR ENGLISH
RELSP3,RELATIONSHIP OF PERSON 3 TO SPOUSE OF HOUSEHOL
PASEI10,R'S FATHER'S SOCIOECONOMIC INDEX (2010)
LIBHOMO,ALLOW HOMOSEXUALS BOOK IN LIBRARY
INCOME,06TOTAL FAMILY INCOME
MASEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN MAOCC10 BASED ON ACS 2010
WORDJ,WORD J
OTHER,SEXR HAD SEX WITH SOME OTHER LAST YEAR
FAMVSWK1,HOW OFTEN DIFFICULT TO CONC AT WORK BECAUSE FAMILY RESP
NUMEMPS,5HOW MANY PEOPLE R EMPLOYS 5 YRS AFTER
WHERE6,WHERE IS 6TH PERSON STAYING?
ENGDO,KNOW WHAT ENGINEERS DO
COOP,RS ATTITUDE TOWARD INTERVIEW
EDUC,HIGHEST YEAR OF SCHOOL COMPLETED
NATSPAC,YSPACE EXPLORATION -- VERSION Y
WKSUB,1DOES R OR SPOUSE OR PARTNER HAVE A SUPERVISOR
PRAY,FREQHOW OFTEN DOES R PRAY
SCIENTR,CONSIDER CAREER IN SCIENCE
AGED,PARSHOULD AGED LIVE WITH THEIR CHILDRENAGEDCHLDSHOULD GROWN CHILDREN LIVE WITH PARENTSWEEKSWRKWEEKS R. WORKED LAST YEAR
NATRACE,IMPROVING THE CONDITIONS OF BLACKS
PRAY,ERBIBLE PRAYER IN PUBLIC SCHOOLS
LIBMSLM,ALLOW ANTI-AMERICAN MUSLIM CLERGYMEN'S BOOKS IN LIBRARY
RELHHD11,RELATION OF 11TH PERSON (VISITOR) TO HEAD
PADEG,FATHERS HIGHEST DEGREE
ACCPTOTH,R ACCEPT OTHERS EVEN WHEN THEY DO THINGS WRONG
OLD9,AGE OF 9TH PERSON
WRKSLF,R SELF-EMP OR WORKS FOR SOMEBODY
LETIN1,ANUMBER OF IMMIGRANTS NOWADAYS SHOULD BE
EDUC,2EDUCATION LEVEL OF PERSON #2
HUNT,OTHRDOES OTHER HOUSEHOLD MEMBER HUNT
AGEKDBRN,R'S AGE WHEN 1ST CHILD BORN
ELDERSUP,ADULT CHILDREN ARE IMP TO HELP ELDERLY PARENTS
WHERE7,WHERE IS 7TH PERSON STAYING?
SCIENTDO,KNOW WHAT SCIENTISTS DO
WHERE5,WHERE IS 5TH PERSON STAYING?
GENDER3,GENDER OF 3RD PERSON
PRAYER,YBIBLE PRAYER IN SCHOOLS-VERSION Y
HHTYPE,HOUSEHOLD TYPE
NUMCONG,NUMBER OF MEMBERS OF THE CONGREGATION         
WRKSCH,SHLD WOMAN WORK AFTER YOUNGEST IN SCHOOL?
JOBLOSE,IS R LIKELY TO LOSE JOB
NATEDUC,YEDUCATION -- VERSION Y
MARHAPPY,MARRIED PEOPLE HAPPIER THAN UNMARRIED
EVDWELL,"IN LIFE, R HAS EVER BEEN PREVENTED FROM MOVING BC LANDLORD BELIEVED R WAS GAY/L"
NATEDUC,IMPROVING NATIONS EDUCATION SYSTEM
HEALTH,30R USE HEALTH SITE IN PAST 30 DAYS
INTRACE1,INTERVIEWER S RACE1
POSSLQY,RELATIONSHIP STATUS AND COHABITATION OR NOT
TAX,ES12PAST 12 MONTHS R WEB TO LEARN TAXES
CONARMY,CONFIDENCE IN MILITARY
OLD11,AGE OF 11TH PERSON (VISITOR)
SPDEN,"SPECIFIC DENOMINATION, SPOUSE"
SPKCOM,ALLOW COMMUNIST TO SPEAK
OTHLANG,2WHAT OTHER LANGUAGES DOES R SPEAK
TEENS,EXSEX BEFORE MARRIAGE -- TEENS 14-16
SAVESOUL,TRIED TO CONVINCE OTHERS TO ACCEPT JESUS
CONTV,NHAVE VIETNAMESE POSITIVE CONTRIBUTION TO COUNTRY
SEX,2SEX OF PERSON NUMBER 2
FAMGEN,NUMBER OF FAMILY GENERATIONS IN HOUSEHOLD
FINALTER,CHANGE IN FINANCIAL SITUATION
OLD6,AGE OF 6TH PERSON
RELATE11,RELATION OF 11TH PERSON (VISITOR) TO HEAD
RACE,5RACE OF PERSON NUMBER 5
ETH3,3RD MENTIONED COUNTRY OF ORIGIN                     
WKSUP,S1DOES SUBORDINANT SUPERVISE ANYONE
RELHHD6,RELATION OF 6TH PERSON TO HOUSEHOLD HEAD
HEFINFO,NUMBER OF HEF INFORMANT
POSSLQ,YRELATIONSHIP STATUS AND COHABITATION OR NOT
BORN,WAS R BORN IN THIS COUNTRY
SCIENTWK,SCIENTISTS ONLY INTERESTED IN WORK
ASTROSCI,ASTROLOGY IS SCIENTIFIC
GIVSEAT,R OFFERED SEAT TO A STRANGER DURING PAST 12 MONTHS
MAISCO88,"R'S MOTHER'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
SEX,HARR EXPERIENCED SEXUAL HARASSMENT
SATJOB7,JOB SATISFACTION IN GENERAL
ABPOOR,1LAW SHOULD ALLOW ABORTION IF FAMILY LOW INCOME
DECKIDS,WHO MAKES DECISION ABOUT HOW TO BRING UP CHILDREN
CONTV,CONFIDENCE IN TELEVISION
ENGNRING,HOW SCIENTIFIC IS ENGINEERING
MARITAL,MARITAL STATUS
NATDRUG,ZREDUCING DRUG ADDICTION -- VERSION Z
HUBBYWK1,MEN SHOULD EARN MONEY WOMEN KEEP HOUSE
PUTDOWN,PPL AT WORK TREAT R IN A MANNER PUTTING R DOWN
GENDER6,GENDER OF 6TH PERSON
SCIFROM,YWHERE GET SCIENCE AND TECHNOLOGY INFO
HELPHWRK,HELPED SOMEONE WITH HWORK DURING PAST 12 MONTHS
INTSEX,SEX OF INTERVIEWER
AWAY4,IS 4TH PERSON STAYING SOMEWHERE ELSE NOW?
RELHH8,RELATIONSHIP OF PERSON 8 TO HEAD OF HOUSEHOLD
GENDER2,GENDER OF 2ND PERSON
WTSS,ALLWEIGHT VARIABLE
FAIR,BLKSBLACKS COMMITTED TO FAIR AND EQUAL TREATMENT OF
INTMED,INTERESTED IN MEDICAL DISCOVERIES
TRUST,PEOTHERE ARE ONLY A FEW PPL R CAN TRUST COMPLETELY
RELSP10,RELATIONSHIP OF PERSON 10 TO SPOUSE OF HOUSEHO
MAJOR2,COLLEGE MAJOR 2
RELIG,INFUS WOULD BE BETTER IF LESS RELIGIOUS      
COMPUSE,R USE COMPUTER
INTMIL,INTERESTED IN MILITARY POLICY
BARATE,RATE OF BA DEGREE EARNING IN COLLEGE RESPONDENT ATTENDED
WORDB,WORD B
EVWORK,EVER WORK AS LONG AS ONE YEAR
RELITEN,STRENGTH OF AFFILIATION
WHOELSE6,PRESENCE OF OTHERS: NO ONE
RELSP13,RELATIONSHIP OF PERSON 13 TO SPOUSE OF HOUSEHO
DIVBEST,DIVORCE AS BEST SOLUTION TO MARITAL PROBLEMS
USEWWW,R USE WWW OTHER THAN EMAIL
PAPRES10,FATHER'S OCCUPATIONAL PRESTIGE SCORE (2010)
LOCKEDUP,PRISON OR JAIL EVER
SPIND10,SPOUSES INDUSTRY CODE (NAICS 2007)
EDUC,30R USE EDUCATION SITE IN PAST 30 DAYS
BIGBANG,SCI KNOWLEDGE: THE UNIVERSE BEGAN WITH A HUGE EXPLOSION
HUNT,FISHWENT HUNTING OR FISHING IN LST YR  
GIVBLOOD,R DONATED BLOOD DURING THE PAST 12 MONTHS
RELATE1,0RELATIONSHIP OF 10TH PERSON TO HOUSEHOLD HEAD
SCISTUDY,R HAS CLEAR UNDERSTANDING OF SCIENTIFIC STUDY
SIBS,NUMBER OF BROTHERS AND SISTERS
GETAHEAD,OPINION OF HOW PEOPLE GET AHEAD
INTRACE2,INTERVIEWER S RACE2
DATEINTV,DATE OF INTERVIEW
OBEY,SZOBEYS PARENTS WELL-VERSION Z
OTHER,1PERSON #1 IS OTHER TYPE OF ACQUAINTANCE
SEEKSCI,YWHERE GET SCIENCE ISSUE NEWS
EARTHSUN,SCI KNOWLEDGE: THE EARTH GOES AROUND THE SUN
GENDER13,GENDER OF 13TH PERSON (VISITOR)
INDSTATUS,INUSD10 CODING STATUS
PASEI10INC,PERCENTAGE OF $45K+ EARNERS IN PAOCC10 BASED ON ACS 2010
ENGDA,HAPPY IF DAUGHTER ENGINEER
GENDER1,2GENDER OF 12TH PERSON (VISITOR)
RELHH2,RELATIONSHIP OF PERSON 2 TO HEAD OF HOUSEHOLD
RUDEWK,TREATED RUDELY AT WORK
JOBSECOK,THE JOB SECURITY IS GOOD
NEWS,PRNTHOW OFTEN DOES R READ TRADITIONAL NEWSPAPER
GOD,SPORTPRO-ATHLETES GIVING THANKS TO GOD     
CARECOST,WHO SHOULD PAY FOR COSTS OF CARE FOR UNDER SCHOOL AGE CHILD
GENDER1,4GENDER OF 14TH PERSON (VISITOR)
OLD1,4AGE OF 14TH PERSON (VISITOR)
PRESTG10,RS OCCUPATIONAL PRESTIGE SCORE (2010)
SEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN OCC10 BASED ON ACS 2010
POLMURDR,CITIZEN QUESTIONED AS MURDER SUSPECT
SPRTPRSN,R CONSIDER SELF A SPIRITUAL PERSON    
JOURNLSM,HOW SCIENTIFIC IS JOURNALISM
TAX,SHARESHOULD RICH PAY BIGGER SHARE OF TAXES?
WKSUBS,DOES SUPERVISOR HAVE SUPERVISOR
VETYEARS,YEARS IN ARMED FORCES
OLD13,AGE OF 13TH PERSON (VISITOR)
RELPERSN,R CONSIDER SELF A RELIGIOUS PERSON    
BIGBANG1,UNIVERSE BEGAN WITH A BIG EXPLOSION: TRUE OR FALSE
ATTEND,HOW OFTEN R ATTENDS RELIGIOUS SERVICES
RELATE7,RELATIONSHIP OF 7TH PERSON TO HOUSEHOLD HEAD
RELHHD9,RELATION OF 9TH PERSON TO HOUSEHOLD HEAD
RES16,1WHERE SPEND CHILDHOOD UNTIL AGE 16?  
GUNLAW,FAVOR OR OPPOSE GUN PERMITS
HAPPY7,HOW HAPPY R IS
TIREDWK1,HOW OFTEN TOO TIRED FROM HOUSEWORK TO DO JOB WELL
WKRSPNS,RESPONSE TO MISBEHAVIOR FROM COWORKERS
MAOCC10,MOTHERS CENSUS OCCUPATION CODE (2010)
EHARASWK,HARASSED ELECTRONICALLY AT WORK
HOMOSEX,HOMOSEXUAL SEX RELATIONS
WKSUB,S1DOES SUPERVISOR HAVE SUPERVISOR
DIVLAW,DIVORCE LAWS
SPFUND,HOW FUNDAMENTALIST IS SPOUSE CURRENTLY
NATCRIMY,LAW ENFORCEMENT -- VERSION Y
AWAY1,IS 1ST PERSON STAYING SOMEWHERE ELSE NOW?
LIFE,IS LIFE EXCITING OR DULL
AWAY1,4IS 14TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
PHASE,SUBSAMPLING: TWO-PHASE DESIGN.
REPAIRS1,WHO IN HOUSEHOLD DOES SMALL REPAIRS
IGNORWK,FEEL IGNORED AT WORK
SLSMNSHP,HOW SCIENTIFIC IS SALESMANSHIP
SPFUND,16HOW FUNDAMENTALIST WAS SPOUSE AT 16
GOD,LOVEFEEL GODS LOVE DIRECTLY OR THRU OTHERS        
RELIG,3RELIGIOUS PREFERENCE OF PERSON #3
SCIENTR,ESCIENTISTS NOT RELIGIOUS
RELSP12,RELATIONSHIP OF PERSON 12 TO SPOUSE OF HOUSEHO
OBEY,LAWSHOW IMPORTANT ALWAYS TO OBEY LAWS  
EVOLVED,SCI KNOWLEDGE: HUMAN BEINGS DEVELOPED FROM ANIMALS
