Survey_Number,Var_Name,Var_Text
5,OTHER,OTHER PROTESTANT DENOMINATIONS
5,YEAR,VALTOTAL DOLLAR VALUE OF PAYMENTS IN THAT YEAR
5,ELDHELP,WHO SHOULD PROVIDE HELP FOR ELDERLY
5,JOBVSFA1,HOW OFTEN JOB  TAKES TOO MUCH TIME TO FULFILL FAMILY RESP
5,OLD1,4AGE OF 14TH PERSON (VISITOR)
5,MEDTREAT,HOW SCIENTIFIC IS MEDICAL TREATMENT
5,RACECEN3,WHAT IS RS RACE 3RD MENTION
5,VISLIB,HOW OFTEN R VISITED PUBLIC LIBRARY LAST YEAR
5,KIDJOB,CHILDREN LIMIT EMP AND CAREER OPP FOR ONE OR BOTH PARENTS
5,COLMIL,ALLOW MILITARIST TO TEACH
5,ENGRESP,CONSIDER WORK IN ENGINEER FIELD
5,REALRINC,RS INCOME IN CONSTANT $
5,RELHH8,RELATIONSHIP OF PERSON 8 TO HEAD OF HOUSEHOLD
5,WORDSUM,NUMBER WORDS CORRECT IN VOCABULARY TEST
5,JOBFIND,COULD R FIND EQUALLY GOOD JOB
5,PASEI10,EDUCPERCENTAGE OF SOME COLLEGE EDUC IN PAOCC10 BASED ON ACS 2010
5,DIVLAW,YDIVORCE LAWS-VERSION Y
5,SPEVWORK,SPOUSE EVER WORK AS LONG AS A YEAR
5,EVOLVED,2ELEPHANTS EVOLVED FROM EARLIER SPECIES: TRUE OR FALSE
5,LIVEBLKS,NEIGHBORHOOD HALF BLACK
5,TIREDWK1,HOW OFTEN TOO TIRED FROM HOUSEWORK TO DO JOB WELL
5,HHTYPE,1HOUSEHOLD TYPE (CONDENSED)
5,RELHHD10,RELATION OF 1OTH PERSON TO HOUSEHOLD HEAD
5,TEENS,EX1MORALITY OF TEENS HAVING SEX
5,NATCITY,SOLVING PROBLEMS OF BIG CITIES
5,TEENS,HOUSEHOLD MEMBERS 13 THRU 17 YRS OLD
5,MAWRKSLF,MOTHER SELF-EMP. OR WORKED FOR SOMEBODY
5,COLRAC,ALLOW RACIST TO TEACH
5,BIGBANG,1UNIVERSE BEGAN WITH A BIG EXPLOSION: TRUE OR FALSE
5,OTHER,SEXR HAD SEX WITH SOME OTHER LAST YEAR
5,CONSCI,YSCIENTIFIC COMMUNITY -- VERSION Z
5,HOMEKID,MOST WOMEN REALLY WANT A HOME AND KIDS
5,WKSUPS,DOES SUBORDINATE SUPERVISE ANYONE
5,XMOVIE,SEEN X-RATED MOVIE IN LAST YEAR
5,UNION,GODDESIRE TO BE CLOSER TO GOD                    
5,ASTROLGY,EVER READ A HOROSCOPE OR PERSONAL ASTROLOGY REPORT
5,CSHUTYP08,"DURING APRIL-JUNE 2008, WAS R RESIDENT IN HOUSEHOLD OR INSTITUTION"
5,NEWSFROM,MAIN SOURCE OF INFORMATION ABOUT EVENTS IN THE NEWS
5,RELSP11,RELATIONSHIP OF PERSON 11 TO SPOUSE OF HOUSEHO
5,RVISITOR,IS R A VISITOR?
5,NATENVIR,IMPROVING & PROTECTING ENVIRONMENT
5,SHOTGUN,SHOTGUN IN HOME
5,PAPRES10,5PLUSFATHER'S OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
5,RACE,1RACE OF PERSON NUMBER 1
5,VOTE08,DID R VOTE IN 2008 ELECTION
5,SOCREL,SPEND EVENING WITH RELATIVES
5,SATJOB7,JOB SATISFACTION IN GENERAL
5,SSFCHILD,SAME SEX FEMALE COUPLE RAISE CHILD AS WELL AS MALE-FEMALE COUPLE
5,INTRACE3,INTERVIEWER S RACE3
5,LETDIE1,ALLOW INCURABLE PATIENTS TO DIE
5,JOBPROMO,CHANCES FOR ADVANCEMENT
5,MAJOR2,COLLEGE MAJOR 2
5,TAX,ES12PAST 12 MONTHS R WEB TO LEARN TAXES
5,TREATRES,PEOPLE ARE TREATED WITH RESPECT
5,RELIG,PUBBETTER IF MORE BELIEVERS HELD PUBLIC OFFICE
5,SEX,EMPIMPORTANCE OF GENDER TO PAY
5,HUNT,DOES R OR SPOUSE HUNT
5,PIKUPSEX,R HAD SEX WITH CASUAL DATE LAST YEAR
5,GENDER14,GENDER OF 14TH PERSON (VISITOR)
5,DIPGED,"DIPLOMA, GED, OR OTHER"
5,MAEDUC,"HIGHEST YEAR SCHOOL COMPLETED, MOTHER"
5,OBEY,LAWSHOW IMPORTANT ALWAYS TO OBEY LAWS  
5,FORM,FORM OF SPLIT QUESTIONNAIRE ASKED
5,POLEFY11,HOW MUCH SAY ABOUT WHAT GOVT DOES
5,INTTECH,INTERESTED IN TECHNOLOGIES
5,KD1RELIG,RELIGION OF R'S CHILD 1
5,XMOVIE,1SEEN PORN FILM (THEATER OR VCR) LAST YR
5,LACKINFO,PPL AT WORK FAIL TO GIVE R NECESSARY INFO
5,USWAR,EXPECT U.S. IN WAR WITHIN 10 YEARS
5,DENOM16,DENOMINATION IN WHICH R WAS RAISED
5,OBEY,SZOBEYS PARENTS WELL-VERSION Z
5,MAWRKWRM,WORKING MOM CAN HAVE A WARM REL W KIDS
5,NEWS,FRMYWHERE NEWS EVENTS INFO
5,TAX,RICHTAXES ON HIGH INCOME PEOPLE TOO HIGH
5,SRCBELT,SRC BELTCODE
5,WHENHS,WHEN RECEIVED HS DEGREE
5,CUTAHEAD,R ALLOWED A STRANGER TO GO AHEAD OF YOU IN LINE
5,CLASS,ICSHS AND COLL STUDTS READ TOO MANY CLASSICS  
5,RACECEN1,WHAT IS RS RACE 1ST MENTION
5,COOP,2RS ATTITUDE TOWARD INTERVIEW
5,NATAID,YASSISTANCE TO OTHER COUNTRIES -- VER Y
5,RELACTIV,HOW OFTEN DOES R TAKE PART IN RELIG ACTIVITIES
5,SELFLESS,R FEELS LIKE A SELFLESS CARING FOR OTHERS
5,MAR7,MARITAL STATUS OF 7TH PERSON
5,FUCITZN,IS R PLANNING/APPLING FOR US CITIZENSHIP OR NOT
5,HELPFUL,PEOPLE HELPFUL OR LOOKING OUT FOR SELVES
5,GENDER1,0GENDER OF 10TH PERSON
5,TOOFAST,SCIENCE MAKES OUR WAY OF LIFE CHANGE TOO FAST
5,EVSTRAY,HAVE SEX OTHER THAN SPOUSE WHILE MARRIED
5,ETHNIC,COUNTRY OF FAMILY ORIGIN 
5,GOD,GUIDEFEEL GUIDED BY GOD IN DAILY ACTIVITIES
5,VIRUSES,SCI KNOWLEDGE: ANTIBIOTICS KILL VIRUSES AS WELL AS BACTERIA
5,PAIDLV,PAID LEAVE FOR CHILDCARE
5,WKYNGSCS,DID PARTNER WORK OUTSIDE HOME AFTER CHILD STARTED SCHOOL
5,RELHH7,RELATIONSHIP OF PERSON 7 TO HEAD OF HOUSEHOLD
5,FAMSUFFR,FAMILY LIFE SUFFERS IF MOM WORKS F-T
5,RELSP8,RELATIONSHIP OF PERSON 8 TO SPOUSE OF HOUSEHOL
5,LASERS,SCI KNOWLEDGE: LASERS WORK BY FOCUSING SOUND WAVES
5,RFAMLOOK,HOURS R SPENDS LOOKING AFTER FAMILY MEMBERS
5,RELSP6,RELATIONSHIP OF PERSON 6 TO SPOUSE OF HOUSEHOL
5,POLEFF3,AVG PERSON CAN INFLUENCE POLITICIANS
5,SCIENTBE,SCIENTISTS WANT TO MAKE LIFE BETTER FOR AVG PERSON
5,TRUST,MANR TRUST MANAGEMENT AT WORK
5,ENGNRING,HOW SCIENTIFIC IS ENGINEERING
5,NATEDUCY,EDUCATION -- VERSION Y
5,GOD,PARTSHOW OFTEN DOES R CONTACT GOD-PARENTS
5,RELATE11,RELATION OF 11TH PERSON (VISITOR) TO HEAD
5,RATETONE,R'S FACIAL COLORING BY INTERVIEWER
5,MARLEGIT,THOSE WANTING KIDS SHOULD GET MARRIED
5,GOD,SPORTPRO-ATHLETES GIVING THANKS TO GOD     
5,MARELIG,WHAT WAS MOTHERS RELIGIOUS PREFERENCE
5,SEXSEX,"18SINCE AGE 18, HAVE YOUR SEX PARTNERS BEEN–"
5,MAINDSTATUS,MAIND10 CODING STATUS
5,OTHLANG,2WHAT OTHER LANGUAGES DOES R SPEAK
5,PAOCCINDV,FATHER'S OCC/IND VERBATIM RETRIEVED
5,GENDER6,GENDER OF 6TH PERSON
5,NUMEMPS,NUMBER OF EMPLOYEE FOR THE SELF-EMPLOYED
5,XMARSEX,SEX WITH PERSON OTHER THAN SPOUSE
5,ABANY,ABORTION IF WOMAN WANTS FOR ANY REASON
5,REBORN,HAS R EVER HAD A 'BORN AGAIN' EXPERIENCE
5,SEEKSCI,YWHERE GET SCIENCE ISSUE NEWS
5,WKRACISM,R FEELS DISCRIMINATED BECAUSE OF RACE
5,WKRSPNS,RESPONSE TO MISBEHAVIOR FROM COWORKERS
5,WRKWAYUP,BLACKS OVERCOME PREJUDICE WITHOUT FAVORS 
5,SPISCO88,"R'S SPOUSE'S OCCUPATION, 1980 CENSUS & 1988 ISCO CODE"
5,SCIENTDN,SCIENTIFIC WORK DANGEROUS
5,PRESPOP,APPROVE OF PRES HANDLING JOB
5,FAIR,ASNSASIANS COMMITTED TO FAIR AND EQUAL TREATMENT O
5,OTHER,WRKDOES R HAVE ANY ADDITIONAL JOB
5,EQWLTH,SHOULD GOVT REDUCE INCOME DIFFERENCES
5,RELHHD1,2RELATION OF 12TH PERSON (VISITOR) TO HEAD
5,TRUST,FAMWOULD TRUST MY FAMILY                   
5,SPDEN,"SPECIFIC DENOMINATION, SPOUSE"
5,PAEDUC,"HIGHEST YEAR SCHOOL COMPLETED, FATHER"
5,OTHSHELP,PEOPLE SHOULD HELP LESS FORTUNATE OTHERS
5,WORDI,WORD I
5,MAR5,MARITAL STATUS OF 5TH PERSON
5,GENDER4,GENDER OF 4TH PERSON
5,KD3RELIG,RELIGION OF R'S CHILD 3
5,RELATE8,RELATIONSHIP OF 8TH PERSON TO HOUSEHOLD HEAD
5,SEX,FREQ1HAD SEX IN LAST MONTH
5,SEXFREQ,1HAD SEX IN LAST MONTH
5,GENDER13,GENDER OF 13TH PERSON (VISITOR)
5,COLDEG1,THE HIGHEST DEGREE R HAVE EARNED
5,FEHIRE,SHOULD HIRE AND PROMOTE WOMEN                            
5,HHTYPE,HOUSEHOLD TYPE
5,HIVTEST,2WHERE DID YOU HAVE YOUR LAST HIV TEST
5,RACE,THHIPOINTS ASSIGNED TO HISPANIC/LATINO
5,WHERE5,WHERE IS 5TH PERSON STAYING?
5,POLABUSE,CITIZEN SAID VULGAR OR OBSCENE THINGS
5,AGED,SHOULD AGED LIVE WITH THEIR CHILDREN
5,COHORT,YEAR OF BIRTH
5,RELSP3,RELATIONSHIP OF PERSON 3 TO SPOUSE OF HOUSEHOL
5,AGE,EMPIMPORTANCE OF AGE TO PAY
5,GENDER7,GENDER OF 7TH PERSON
5,WHERE1,WHERE IS 1ST PERSON STAYING?
5,EMAILMIN,EMAIL MINUTES PER WEEK
5,WHOELSE1,PRESENCE OF OTHERS: CHILDREN UNDER SIX
5,CONFED,YEXEC BRANCH FED GOVT -- VERSION Z
5,NATSPAC,SPACE EXPLORATION PROGRAM
5,RELATE6,RELATIONSHIP OF 6TH PERSON TO HOUSEHOLD HEAD
5,COLCOM,SHOULD COMMUNIST TEACHER BE FIRED
5,DISCAFF,MA MAN WON'T GET A JOB OR PROMOTION  
5,RELSP5,RELATIONSHIP OF PERSON 5 TO SPOUSE OF HOUSEHOL
5,WKSUB,S1DOES SUPERVISOR HAVE SUPERVISOR
5,WWWMIN,HMINUTES PER WEEK USE COMPUTER WWW
5,COURTS,COURTS DEALING WITH CRIMINALS
5,CONFED,CONFID. IN EXEC BRANCH OF FED GOVT
5,GOD,SWILLHOW LIKELY X S SITUATION CAUSED BY GOD S WILL
5,TAX,CHEATWRONG TO CHEAT ON TAXES?
5,POSSLQ,DOES R HAVE MARITAL PARTNER
5,WORKHARD,TO WORK HARD
5,NATSPACY,SPACE EXPLORATION -- VERSION Y
5,DWELLING,TYPE OF STRUCTURE
5,USWARY,EXPECT U.S. IN WORLD WAR IN 10 YEARS
5,TRYNEWJB,HOW LIKELY R MAKE EFFORT FOR NEW JOB NEXT YEAR
5,AWAY8,IS 8TH PERSON STAYING SOMEWHERE ELSE NOW?
5,ETHNUM,TYPE OF RESPONSE ABOUT ETHNICITY -- R
5,FINLCOUN,HOW SCIENTIFIC IS FINANCIAL COUNSELING
5,GIVSEAT,R OFFERED SEAT TO A STRANGER DURING PAST 12 MONTHS
5,NATDRUGY,DRUG REHABILITATION -- VERSION Y
5,SAVESOUL,TRIED TO CONVINCE OTHERS TO ACCEPT JESUS
5,RELHHD14,RELATION OF 14TH PERSON (VISITOR) TO HEAD
5,CONSCI,CONFIDENCE IN SCIENTIFIC COMMUNITY
5,BIBLE,1DESCRIBE YOUR FEELINGS ABOUT THE BIBLE
5,SEX,4SEX OF PERSON NUMBER 4
5,AGE,1AGE OF PERSON #1
5,ETH3,3RD MENTIONED COUNTRY OF ORIGIN                     
5,HELPBLK,SHOULD GOVT AID BLACKS?
5,RACE,THWHPOINTS ASSIGNED TO WHITE
5,PRAYER,XBIBLE PRAYER IN SCHOOLS -- VERSION Z
5,MARITAL,MARITAL STATUS
5,AWAY4,IS 4TH PERSON STAYING SOMEWHERE ELSE NOW?
5,BORN,SPIN WHAT COUNTRY WERE YOU BORN
5,HEALTH,CONDITION OF HEALTH
5,INTRHOME,INTERNET ACCESS IN R'S HOME
5,PRESTG105PLUS,RS OCCUPATIONAL PRESTIGE SCORE USING THRESHOLD METHOD (2010)
5,NATDRUG,DEALING WITH DRUG ADDICTION
5,RACECEN2,WHAT IS RS RACE 2ND MENTION
5,AWAY1,3IS 13TH PERSON (VISITOR) STAYING ELSEWHERE NOW?
5,ACTUPSET,PPL AT WORK THROW THINGS WHEN UPSET WITH R
5,ENGINT,ENGINEERS ONLY INTERESTED IN WORK
5,MEOVRWRK,MEN HURT FAMILY WHEN FOCUS ON WORK TOO MUCH
5,MASEI10EDUC,PERCENTAGE OF SOME COLLEGE EDUC IN MAOCC10 BASED ON ACS 2010
5,RELSP1,0RELATIONSHIP OF PERSON 10 TO SPOUSE OF HOUSEHO
5,SEX,SEXSEX OF SEX PARTNERS IN LAST YEAR
5,EQWLTH,YGOVT REDUCE INCOME DIFFERENCES-VERSION Y
5,HHRACE,RACE OF HOUSEHOLD
5,RELATE1,4RELATION OF 14TH PERSON (VISITOR) TO HEAD
5,RELATE5,RELATIONSHIP OF 5TH PERSON TO HOUSEHOLD HEAD
5,NATCITYY,ASSISTANCE TO BIG CITIES -- VERSION Y
5,TRUST,5PEOPLE CAN OR CANNOT BE TRUSTED
5,GENDER11,GENDER OF 11TH PERSON (VISITOR)
5,GOD,HELPASK FOR GODS HELP IN DAILY ACTIVITIES
5,CONTV,CONFIDENCE IN TELEVISION
5,FARMING,HOW SCIENTIFIC IS FARMING
5,HELPPOOR,SHOULD GOVT IMPROVE STANDARD OF LIVING?
5,SPSEI10,R'S SPOUSE'S SOCIOECONOMIC INDEX (2010)
5,COLATH,ALLOW ANTI-RELIGIONIST TO TEACH
5,NATPARK,ZIMPROVING PARKS AND RECREATION -- VER Z
5,HIVTEST,HAVE YOU EVER BEEN TESTED FOR HIV
5,RELSP12,RELATIONSHIP OF PERSON 12 TO SPOUSE OF HOUSEHO
5,WHERE1,3WHERE IS 13TH PERSON (VISITOR) STAYING?
5,NATHEALY,HEALTH -- VERSION Y
5,PARBORN,WERE RS PARENTS BORN IN THIS COUNTRY
5,SEX,1SEX OF PERSON NUMBER 1
5,SPKRAC,ALLOW RACIST TO SPEAK
5,WORKBLKS,HARD WORKING - LAZY
5,EARTHSUN,SCI KNOWLEDGE: THE EARTH GOES AROUND THE SUN
5,CAPPUN,FAVOR OR OPPOSE DEATH PENALTY FOR MURDER
5,DISCAFFW,HITES HURT BY AFF. ACTION
5,EVOLVED1,HUMANS DEVELOPED FROM EARLIER SPECIES: TRUE OR FALSE
5,ID,U30R INJECT DRUGS IN PAST 30 DAYS
5,GOD,MEANSLIFE MEANINGFUL BECAUSE GOD EXISTS
5,HUBBYWK1,MEN SHOULD EARN MONEY WOMEN KEEP HOUSE
5,ODDS1,TEST OF KNOWLEDGE ABOUT PROBABLITY1
5,RELHHD3,RELATION OF 3RD PERSON TO HOUSEHOLD HEAD
5,GRANBORN,HOW MANY GRANDPARENTS BORN OUTSIDE U.S.
5,WLTHBLKS,RICH - POOR
5,JOBSEC,NO DANGER OF BEING FIRED
5,FEPOL,WOMEN NOT SUITED FOR POLITICS
5,KIDFINBU,CHILDREN ARE FINANCIAL BURDEN ON PARENTS
5,PHONE,DOES R HAVE TELEPHONE
5,MAR1,2MARITAL STATUS OF 12TH PERSON (VISITOR)
5,PAOCC10,FATHERS CENSUS OCCUPATION CODE (2010)
5,FORM,LDYSTHE NUMBER OF DAYS IN FORMAL TRAINING         
5,GOD,CHNGEDESCRIBE YOUR BELIEFS ABOUT GOD
5,SPLIVE,HOW LONG BEEN LIVING WITH SPOUSE
5,INTSEX,SEX OF INTERVIEWER
5,SPGRADTOUNDER,RATIO OF GRADUATE STUDENTS TO UNDERGRADUATE STUDENTS IN COLLEGE SPOUSE ATTECOBARATERATE OF BA DEGREE EARNING AT COLLEGE PARTNER ATTENDED
5,POLEFY16,HOW OFTEN CONGRESS KEEPS PROMISES
5,SUPCARES,SUPERVISOR CONCERNED ABOUT WELFARE
5,SPRTPRSN,R CONSIDER SELF A SPIRITUAL PERSON    
5,WIDOWED,EVER BEEN WIDOWED
5,WKSUPS,1DOES SUBORDINANT SUPERVISE ANYONE
5,USEWWW,R USE WWW OTHER THAN EMAIL
5,HELPOTH,TO HELP OTHERS
5,EVIDU,R EVER INJECT DRUGS
5,SPKLANG,WHOW WELL R SPEAKS THE LANGUAGE IN BETRLANG
5,AFFRMACT,FAVOR PREFERENCE IN HIRING BLACKS
5,MARHISP,CLOSE RELATIVE MARRY HISPANIC
5,HUNT,OTHRDOES OTHER HOUSEHOLD MEMBER HUNT
5,PAIDSEX,R HAD SEX FOR PAY LAST YEAR
5,RELHHD4,RELATION OF 4TH PERSON TO HOUSEHOLD HEAD
5,NATRACE,YASSISTANCE TO BLACKS -- VERSION Y
5,CARRIED,R CARRIED A STRANGER'S BELONGINGS
5,OTHLANG2,WHAT OTHER LANGUAGES DOES R SPEAK
5,CONTV,NHAVE VIETNAMESE POSITIVE CONTRIBUTION TO COUNTRY
5,RACOPEN,VOTE ON OPEN HOUSING LAW
5,RELIG,2RELIGIOUS PREFERENCE OF PERSON #2
5,PRESTG10,RS OCCUPATIONAL PRESTIGE SCORE (2010)
5,SECTOR,TYPE OF COLLEGE RESPONDENT ATTENDED
5,POLEFF16,PEOPLE ELECTED TO CONGRESS TRY TO KEEP PROMISES         
5,FORM,LHRSTHE NUMBER OF HRS IN FORMAL TRAINING          
5,FEAR,FULFELT FEARFUL ABOUT SOMETHING  
5,GOD,WATCHBELIEVE IN GOD WHO WATCH OVER ME              
5,RACE,RACE OF RESPONDENT
5,RADIOACT,SCI KNOWLEDGE: ALL  RADIOACTIVITY IS MAN-MADE
5,WRKSCH,EDUSUAL WORK SCHEDULE
5,ABSINGLE,NOT MARRIED
5,LOCKEDUP,PRISON OR JAIL EVER
5,YEAR,BIZYEAR BUSINESS STARTED
5,OTHER,1PERSON #1 IS OTHER TYPE OF ACQUAINTANCE
5,SATFIN,SATISFACTION WITH FINANCIAL SITUATION
5,NATSOC,ZPROTECTING SOCIAL SECURITY -- VERSION Z
5,SCISTUDY,R HAS CLEAR UNDERSTANDING OF SCIENTIFIC STUDY
5,JOKESWK,TARGET OF DEROGATORY COMMENTS OR JOKES AT WORK
5,RACE,DBTFCERTAINTY OF OBSERVED RACE
5,WKSUBS,DOES SUPERVISOR HAVE SUPERVISOR
5,HEALTH1,RS HEALTH IN GENERAL
5,MAOCCTAG,MAOCC10 CODING TAG
5,SCIENTR,CONSIDER CAREER IN SCIENCE
5,PAIDLV,1MONTHS OF LEAVE THAT SHOULD BE AVAILABLE
5,OLD6,AGE OF 6TH PERSON
5,MARRCOUN,HOW SCIENTIFIC IS MARRIAGE COUNSELING
5,NUMEMPS,5HOW MANY PEOPLE R EMPLOYS 5 YRS AFTER
5,LOANITEM,R HAS LET SOMEONE BORROW A ITEM OF SOME VALUE
5,LIBCOM,ALLOW COMMUNISTS BOOK IN LIBRARY
5,ARREST,EVER PICKED UP OR CHARGED BY POLICE
5,INTETHN,RACE OF INTERVIEWER
5,WKSUP,S1DOES SUBORDINANT SUPERVISE ANYONE
5,OLD4,AGE OF 4TH PERSON
5,RELHHD11,RELATION OF 11TH PERSON (VISITOR) TO HEAD
5,RACE,SEEOBSERVED RACE
5,OBEY,SOBEYS PARENTS WELL
5,POLEFF17,MOST GOVERNMENT ADMINISTRATORS CAN BE TRUSTED           
5,INTMIL,INTERESTED IN MILITARY POLICY
5,GETAHEAD,OPINION OF HOW PEOPLE GET AHEAD
5,RELSP14,RELATIONSHIP OF PERSON 14 TO SPOUSE OF HOUSEHO
5,SEXEDUC,SEX EDUCATION IN PUBLIC SCHOOLS
5,TAX,PAIDDO AUTHORITIES ENSURE TAXES ARE PAID
5,DISCAFFM,A MAN WON'T GET A JOB OR PROMOTION  
5,TRUST,SCIWE TRUST TOO MUCH IN SCIENCE   
5,VOLACTYR,SINCE LAST YR ANY VOLUNTEERING
5,NATROAD,ZIMPROVING HIGHWAYS AND BRIDGES -- VER Z
5,FUND,HOW FUNDAMENTALIST IS R CURRENTLY
5,PARSOL,RS LIVING STANDARD COMPARED TO PARENTS
5,EDUC,3EDUCATION LEVEL OF PERSON #3
5,NEWS,HOW OFTEN DOES R READ NEWSPAPER
5,RELHH1,1RELATIONSHIP OF PERSON 11 TO HEAD OF HOUSEHOLD
5,RELHH6,RELATIONSHIP OF PERSON 6 TO HEAD OF HOUSEHOLD
5,OTHLANG1,WHAT OTHER LANGUAGES DOES R SPEAK
5,SCINEWS3,WHERE ONLINE GET INFO
5,SOCSCI,HOW SCIENTIFIC: SOCIOLOGY
5,RACWORK,RACIAL MAKEUP OF WORKPLACE
5,RELATE10,RELATIONSHIP OF 10TH PERSON TO HOUSEHOLD HEAD
5,SPINDSTATUS,SPIND10 CODING STATUS
5,NATCHLD,ASSISTANCE FOR CHILDCARE
5,SCIENTGO,SCIENTISTS WORK FOR GOOD OF HUMANITY
5,WKBHVRS,EMPLOYEE DOING THESE THINGS AT WORK TO R
5,WWWMIN,WWW MINUTES PER WEEK
5,YEAR,GSS YEAR FOR THIS RESPONDENT                       
5,PRAY,ERBIBLE PRAYER IN PUBLIC SCHOOLS
5,SEX,EDUCSEX EDUCATION IN PUBLIC SCHOOLS
5,BABIES,HOUSEHOLD MEMBERS LESS THAN 6 YRS OLD
5,NEWS,PRNTHOW OFTEN DOES R READ TRADITIONAL NEWSPAPER
5,WHOELSE6,PRESENCE OF OTHERS: NO ONE
5,EDUC,EMPIMPORTANCE OF EDUC & QUALIF. TO PAY
5,NATDRUG,YDRUG REHABILITATION -- VERSION Y
5,MARHAPPY,MARRIED PEOPLE HAPPIER THAN UNMARRIED
5,RUDEWK,TREATED RUDELY AT WORK
5,SPANENG,INTERVIEWS CONDUCTED IN SPANISH OR ENGLISH
5,SCIBNFTS,BENEFITS OF SCI RESEARCH OUTWEIGH HARMFUL RESULTS
5,ENGEARN,ENGINEERS EARN LESS
5,SPFUND,16HOW FUNDAMENTALIST WAS SPOUSE AT 16
5,FUND,16HOW FUNDAMENTALIST WAS R AT AGE 16
5,WRKSTAT,LABOR FORCE STATUS
5,NEWS,GRPSHOW FAMILIAR R IS WITH TERM NEWSGROUPS
5,EVPAIDSX,EVER HAVE SEX PAID FOR OR BEING PAID SINCE 18
5,IGNORWK,FEEL IGNORED AT WORK
5,INDSTATUS,INUSD10 CODING STATUS
5,LIBRAC,ALLOW RACISTS BOOK IN LIBRARY
5,POSSLQY,RELATIONSHIP STATUS AND COHABITATION OR NOT
5,RELATE13,RELATION OF 13TH PERSON (VISITOR) TO HEAD
5,RELHH14,RELATIONSHIP OF PERSON 14 TO HEAD OF HOUSEHOLD
5,WHERE7,WHERE IS 7TH PERSON STAYING?
5,EXPDESGN,BETTER WAY TO TEST DRUG BTW CONTROL AND NON-CONTROL
5,WKVSFAM,HOW OFTEN JOB INTERFERES FAM LIFE
5,CONSENT,PARTICIPATION/RECORDING CONSENT
5,DENOM,16DENOMINATION IN WHICH R WAS RAISED
5,RELHH1,RELATIONSHIP OF PERSON 1 TO HEAD OF HOUSEHOLD
5,MADEG,MOTHERS HIGHEST DEGREE
5,SEX,FREQFREQUENCY OF SEX DURING LAST YEAR
5,CAPPUN,2DOES R FAVOR CAPITAL PUNISHMENT
5,IDU30,R INJECT DRUGS IN PAST 30 DAYS
5,SCIENTHE,SCIENTISTS HELP SOLVE PROB
5,USWAR,YEXPECT U.S. IN WORLD WAR IN 10 YEARS
5,SEXSEX,SEX OF SEX PARTNERS IN LAST YEAR
5,SPWRKSLF,SPOUSE SELF-EMP. OR WORKS FOR SOMEBODY
5,ENGDO,KNOW WHAT ENGINEERS DO
5,HUNT,BEARTRUE-FALSE: HUNTING MAKE POLAR BEAR EXTINCT THAN CLIMATE CHANGE
5,NATCRIME,HALTING RISING CRIME RATE
5,CLASS,SUBJECTIVE CLASS IDENTIFICATION
5,GENDER1,3GENDER OF 13TH PERSON (VISITOR)
5,RELATE3,RELATIONSHIP OF 3RD PERSON TO HOUSEHOLD HEAD
5,TAX,SERVEFAVOR CONSCRIPTION GIVEN TAXES?
5,WORDE,WORD E
5,RELHH13,RELATIONSHIP OF PERSON 13 TO HEAD OF HOUSEHOLD
5,VOLCHRTY,R DONE VOLUNTEER WORK FOR A CHARITY
5,INCOME,06TOTAL FAMILY INCOME
5,GENDER5,GENDER OF 5TH PERSON
5,WORDD,WORD D
5,ROWNGUN,DOES GUN BELONG TO R
5,NATAID,ZHELPING OTHER COUNTRIES -- VERSION Z
5,TRUST,DOCWOULD TRUST MY DOCTOR                   
6,FRNDSEX,R HAD SEX WITH FRIEND LAST YEAR
6,SUPHELP,SUPERVISOR HELPFUL TO R IN GETTING JOB DONE
6,SEX,SEX5SEX OF SEX PARTNERS LAST FIVE YEARS
6,WORDB,WORD B
6,WKAGEISM,R FEELS DISCRIMINATED BECAUSE OF AGE
6,CONFINAN,CONFID IN BANKS & FINANCIAL INSTITUTIONS
6,RANK,10RS SOCIAL RANK 10 YEARS AGO
6,RELSP1,1RELATIONSHIP OF PERSON 11 TO SPOUSE OF HOUSEHO
6,IMMRGHTS,LEGAL IMMIGRANTS SHOULD HAVE SAME RIGHT AS AMERICAN 
6,RELSP1,3RELATIONSHIP OF PERSON 13 TO SPOUSE OF HOUSEHO
6,WEIGHT,R WEIGHS HOW MUCH
6,EVCRACK,R EVER USE CRACK COCAINE
6,RELHHD1,RELATION OF 1ST PERSON TO HOUSEHOLD HEAD
6,ADVFRONT,SCI RSCH IS NECESSARY AND SHOULD BE SUPPORTED BY FEDERAL GOVT
6,MAR4,MARITAL STATUS OF 4TH PERSON
6,INCOME,16TOTAL FAMILY INCOME
6,POLEFF20,MOST PPL ARE BETTER INFORMED ABOUT POLITICS THAN R IS
6,FEPRESCH,PRESCHOOL KIDS SUFFER IF MOTHER WORKS
6,RACDIF1,DIFFERENCES DUE TO DISCRIMINATION
6,RELHHD1,1RELATION OF 11TH PERSON (VISITOR) TO HEAD
6,RES2010,WAS R LIVING IN USA DURING APRIL-JUNE 2010
6,SAMPLE,SAMPLING FRAME AND METHOD
6,SPKHOMO,ALLOW HOMOSEXUAL TO SPEAK
6,CONJUDGE,CONFID. IN UNITED STATES SUPREME COURT
6,OBEY,LAWSHOULD PEOPLE OBEY LAWS WITHOUT EXCEPTN?
6,SEX,RESPONDENTS SEX
6,CONEDUC,YEDUCATION -- VERSION Z
